brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir
Vans,"- Vans TD Old Skool V ""CTHR CHBD MB""- Colour: Blue/White- Stijlcode: VN0A38HDH7O1M",EUR,59.95,TD Old Skool BLUE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/uy-old-skool-v-cthr-chbd-mblu,data/raw/sneakerbaas/category-kids/images/vans/td old skool blue,
Nike,Stylecode: FN7788-100,EUR,49.99,Blazer Mid Next Nature White,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/blazer-mid-next-nature-white,data/raw/sneakerbaas/category-kids/images/nike/blazer mid next nature white,
New Balance,"- New Balance 550 ""WHITE""- Colour: White/Yellow/Purple- Stijlcode: PSB550TG",EUR,79.99,550 WHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-7,data/raw/sneakerbaas/category-kids/images/new balance/550 white,
New Balance,"- New Balance 550 PS ""Orange Sea""- Colour: White / Blue / Orange- Stijlcode: PSB550WB",EUR,99.95,550 PS Orange Sea,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-9,data/raw/sneakerbaas/category-kids/images/new balance/550 ps orange sea,
Vans,"- UY SK8-Mid Reissue V ""CTHR CHB""- Colour: Blue/White- Stylecode: VN0A38HHBD21",EUR,39.99,SK8-Mid Checkerboard,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/uy-sk8-mid-reissue-v-cthr-chb,data/raw/sneakerbaas/category-kids/images/vans/sk8-mid checkerboard,
Nike,"- Nike Air Max TW ""WHITE/RACER BLUE-CONCORD-PURE PLATINUM""- Colour: White/Blue/Black- Stylecode: DQ0296-105",EUR,59.95,Air Max TW Racer Blue,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-max-tw-white-racer-blue-concord-pure-platinum,data/raw/sneakerbaas/category-kids/images/nike/air max tw racer blue,
New Balance,"- New Balance 2002 ""PINK SAND""- Colour: Pink/White- Stijlcode: PV2002SK",EUR,94.95,2002 PINK SAND,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-pink-sand-1,data/raw/sneakerbaas/category-kids/images/new balance/2002 pink sand,
New Balance,"- New Balance 550 ""Vintage Teal""- Colour: White/Green- Stijlcode: PSB550TA",EUR,79.99,550 Vintage Teal,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-10,data/raw/sneakerbaas/category-kids/images/new balance/550 vintage teal,
New Balance,- New Balance PV2002BK ''Black''- Colour: Black / White- Stijlcode: PV2002BK,EUR,94.95,2002 BLACK,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-black,data/raw/sneakerbaas/category-kids/images/new balance/2002 black,
New Balance,"- New Balance 530 ""White""- Colour: White/Pink- Stijlcode: GR530ZP M",EUR,89.99,530 White,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/530-white-1,data/raw/sneakerbaas/category-kids/images/new balance/530 white,
New Balance,"- New Balance 2002 ""ECLIPSE"" Navy - Colour: Grey / Blue / Silver - Stijlcode: GC2002SF",EUR,99.95,2002 ECLIPSE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-eclipse-2,data/raw/sneakerbaas/category-kids/images/new balance/2002 eclipse,
Nike,"- NIKE AIR MAX 90 GS ""BLACK/HABANERO-SMOKE GREY-LT ""- Colour: Black/Red- Stijlcode: DX9272-001",EUR,89.99,Air Max 90 GS HABANERO,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nike-air-max-90-gs-black-habanero-smoke-grey-lt,data/raw/sneakerbaas/category-kids/images/nike/air max 90 gs habanero,
Reebok Classics,"- Reebok Cardi B Club C V2 ""mars red""- Colour: Red- Stylecode: GX9731",EUR,34.99,Cardi B Club C Red,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/cardi-b-club-c-v2-mars-red-1,data/raw/sneakerbaas/category-kids/images/reebok classics/cardi b club c red,
New Balance,"- New Balance 2002 ""SLATE GREY""- Colour: Grey/Black- Stijlcode: GC2002SG",EUR,99.95,2002 SLATE GREY,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-slate-grey-1,data/raw/sneakerbaas/category-kids/images/new balance/2002 slate grey,
Karhu,"- Karhu Albatross 82 ""Deep Navy""- Colour: Blue/Deep navy- Stijlcode: F808005",EUR,29.99,Albatross 82 Navy,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/albatross-82-deep-navy,data/raw/sneakerbaas/category-kids/images/karhu/albatross 82 navy,
nike,"- Nike Waffle One ""Phanton""- SKU: DC0480-005- Colors: Blue / Black",EUR,39.99,Waffle One Phanton,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nike-waffle-one-phanton-1,data/raw/sneakerbaas/category-kids/images/nike/waffle one phanton,
Adidas Originals,"- Adidas Nizza x André Saraiva ""Pantone""- Colour: Pink/White- Stijlcode: GZ1757",EUR,29.99,Nizza Pantone,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nizza-x-andre-saraiva-pantone-1,data/raw/sneakerbaas/category-kids/images/adidas originals/nizza pantone,
Nike,"- Nike Air Max Motif ""WHITE""- SKU: DH9388-101- Colors: Grey / Blue / Pink",EUR,59.99,Air Max Motif WHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-max-motif-white,data/raw/sneakerbaas/category-kids/images/nike/air max motif white,
Vans,"- Old Skool ""Powder Pink""- Colour: Pink/White- Stylecode: VN000W9T9AL",EUR,39.99,Old Skool Powder Pink,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/uy-old-skool-powder-pink,data/raw/sneakerbaas/category-kids/images/vans/old skool powder pink,
Etonic,"- Etonic B481 OFF WHITE ""Off White""- Colour: White / Cream / Grey- Stijlcode: ETM324601/02",EUR,129.95,B481 Off White,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/b481-off-white-off-white-1,data/raw/sneakerbaas/category-unisex/images/etonic/b481 off white,
Karhu,"- Karhu Aria 95 ""Stormy Weather""- Colour: Blue / Black / Orange- Stijlcode: F803101",EUR,139.95,Aria 95 Stormy Weather,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/aria-95-stormy-weather,data/raw/sneakerbaas/category-unisex/images/karhu/aria 95 stormy weather,
Etonic,"- Etonic B481 BLACK ""Black""- Colour: White / Grey / Black- Stijlcode: ETM324601/03",EUR,129.95,B481 Black,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/b481-black-black-1,data/raw/sneakerbaas/category-unisex/images/etonic/b481 black,
Warrior,,EUR,29.99,Suede Rubber Grey,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/suede-rubber-grey,data/raw/sneakerbaas/category-unisex/images/warrior/suede rubber grey,
Karhu,"- Karhu Synchron Classic ""Iceberg Green / Lily White""- Colour: Green / Grey / White- Stijlcode: F802678",EUR,139.95,Synchron Iceberg Green,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/synchron-classic-iceberg-green,data/raw/sneakerbaas/category-unisex/images/karhu/synchron iceberg green,
Karhu,"- Karhu Fusion 2.0 ""Ultimate Grey / Iceberg Green""- Colour: Grey / Green / Blue- Stijlcode: F804152",EUR,149.95,Fusion 2.0 Ultimate Grey,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/fusion-2-0-ultimate-grey,data/raw/sneakerbaas/category-unisex/images/karhu/fusion 2.0 ultimate grey,
Karhu,"- Karhu Fusion 2.0 ""Silver Red""- Colour: Beige / Grey / Multicolor- Stijlcode: F804158 *These shoes run small, we recommend taking one size larger*",EUR,149.95,Fusion 2.0 Silver Red,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/fusion-2-0-silver-red,data/raw/sneakerbaas/category-unisex/images/karhu/fusion 2.0 silver red,
Mizuno,"- Mizuno Contender ""Graystone""- Colour: Grey / White / Blue- Stijlcode: D1GA2382-02",EUR,129.95,Contender Graystone,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/contenderu-graystone,data/raw/sneakerbaas/category-unisex/images/mizuno/contender graystone,
Karhu,"- Karhu Legacy 96 ""Silver Curry""- Colour: Grey / Beige / Purple- Stijlcode: F806058",EUR,139.95,Legacy 96 Silver Curry,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/legacy-96-silver-curry,data/raw/sneakerbaas/category-unisex/images/karhu/legacy 96 silver curry,
Karhu,"- Karhu Fusion XC ""Polar Night ""- Colour: Grey / Blue / Green- Stijlcode: F830006",EUR,169.95,Fusion XC Polar Night ,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/fusion-xc-polar-night,data/raw/sneakerbaas/category-unisex/images/karhu/fusion xc polar night ,
Karhu,"- Karhu Legacy 96 ""Polar Night ""- Colour: Black / Blue- Stijlcode: F806056",EUR,139.95,Legacy 96 Polar Night ,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/legacy-96-polar-night,data/raw/sneakerbaas/category-unisex/images/karhu/legacy 96 polar night ,
PUMA Sportstyle,"- Puma Mirage Mox ""Puma White""- Colour: White/Green/Blue- Stijlcode: 37516706",EUR,39.99,Mirage Mox Puma White,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/mirage-mox-puma-white,data/raw/sneakerbaas/category-unisex/images/puma sportstyle/mirage mox puma white,
New Balance,"- New Balance 550 ""Lilac""- Colour: White / Purple- Stijlcode: BBW550BV",EUR,139.95,550 Lilac,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/550-lilac,data/raw/sneakerbaas/category-unisex/images/new balance/550 lilac,
Karhu,"- Karhu Aria 95 ""Mulberry""- Colour: Beige / Grey / Purple- Stijlcode: F803107",EUR,139.95,Aria 95 Mulberry,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/aria-95-mulberry,data/raw/sneakerbaas/category-unisex/images/karhu/aria 95 mulberry,
Etonic,"- Etonic STABLE BASE NEW CREMISI ""Cremisi""- Colour: White / Grey / Red- Stijlcode: ETM323602/01",EUR,119.95,Stable Base Cremisi,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/stable-base-new-cremisi-cremisi,data/raw/sneakerbaas/category-unisex/images/etonic/stable base cremisi,
Nike,"- Nike Air Max 95 ""VAST GREY/RED STARDUST-COOL GREY""- Colour: White/Blue/Pink- Stijlcode: DM0011-008",EUR,149.99,Air Max 95 Vast Grey,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/air-max-95-vast-grey-red-stardust-cool-grey,data/raw/sneakerbaas/category-unisex/images/nike/air max 95 vast grey,
Saucony Originals,"- Saucony Shadow 6000 ""Turquoise""- Colour: Blue / Yellow / White- Stijlcode: S60779-4",EUR,154.95,Shadow 6000 Turquoise,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/shadow-6000-turquoise,data/raw/sneakerbaas/category-unisex/images/saucony originals/shadow 6000 turquoise,
Karhu,"- Karhu Fusion 2.0 ""Polar Night ""- Colour: Blue / Grey / Black- Stijlcode: F804153 *These shoes run small, we recommend taking one size larger*",EUR,149.95,Fusion 2.0 Polar Night ,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/fusion-2-0-polar-night,data/raw/sneakerbaas/category-unisex/images/karhu/fusion 2.0 polar night ,
Autry,"- Autry x Staple Sup Vint Low ""Staple""- Colour: Cream / Green / Orange- Stijlcode: A13IAVLMSTA1",EUR,239.95,Sup Vint Low Staple,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/sup-vint-low-staple,data/raw/sneakerbaas/category-unisex/images/autry/sup vint low staple,
New Balance,"- New Balance 574 ""All Black""- Colour: Black- Stijlcode: ML574EVE",EUR,129.95,574 All Black,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/574-all-black,data/raw/sneakerbaas/category-unisex/images/new balance/574 all black,
Puma Sportstyle,"- Puma Palermo Lth ""White""- Colour: White / Black / Gum- Stijlcode: 396464-01",EUR,79.95,Palermo Lth White,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/palermo-lth-white,data/raw/sneakerbaas/category-unisex/images/puma sportstyle/palermo lth white,
adidas Originals,"- adidas Originals Gazelle Indoor W ""Bold Orange""- Colour: Orange / White- Stijlcode: HQ8718",EUR,129.95,Gazelle Indoor Orange,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/gazelle-indoor-w-bold-orange,data/raw/sneakerbaas/category-unisex/images/adidas originals/gazelle indoor orange,
adidas Originals,"- adidas Originals Gazelle Indoor W ""Soft Blue""- Colour: Blue / White- Stijlcode: HQ8717",EUR,129.95,Gazelle Indoor Blue,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/gazelle-indoor-w-soft-blue,data/raw/sneakerbaas/category-unisex/images/adidas originals/gazelle indoor blue,
Nike,,EUR,99.99,Air Max 95 Black Pearl,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/air-max-95-black-pearl-1,data/raw/sneakerbaas/category-unisex/images/nike/air max 95 black pearl,
adidas Originals,"- adidas Originals Gazelle ""Burgundy""- Colour: Burgundy / White / Black- Stijlcode: IG4990",EUR,129.95,Gazelle Burgundy,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/gazelle-burgundy,data/raw/sneakerbaas/category-unisex/images/adidas originals/gazelle burgundy,
adidas Originals,"- adidas Originals Campus 2 ""Green""- Colour: Green / White- Stijlcode: IE4595",EUR,119.95,Campus 2 Green,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/campus-2-green,data/raw/sneakerbaas/category-unisex/images/adidas originals/campus 2 green,
Mizuno,"- Mizuno Contender ""Blue Surf""- Colour: White / Cream / Red- Stijlcode: D1GA2378-01",EUR,129.95,Contender Blue Surf,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/contenderu-blue-surf,data/raw/sneakerbaas/category-unisex/images/mizuno/contender blue surf,
Etonic,"- Etonic STABLE BASE NEW BLACK ""Black""- Colour: White / Grey / Black- Stijlcode: ETM323602/05",EUR,119.95,Stable Base Black,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/stable-base-new-black-black,data/raw/sneakerbaas/category-unisex/images/etonic/stable base black,
Etonic,"- Etonic B509 ""Black / White''- Colour: White / Black- Stijlcode: ETM324610/01",EUR,139.95,B509 Panda,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/b509-white-black-white-black-1,data/raw/sneakerbaas/category-unisex/images/etonic/b509 panda,
