url,brand,slug,priceCurrency,price,title,description,right-side-img,left-side-img,front-both-img
https://www.highsnobiety.com/en-us/shop/product/saucony-progrid-triumph-4-green-silver,Saucony,saucony-progrid-triumph-4-green-silver,USD,195.0,Saucony – ProGrid Triumph 4 Green/Silver,"Saucony is reintroducing the ProGrid Triumph 4 in a major way, as the 2000s runner is back with the same key details as when it first launched years ago. Catering to those who appreciate both style and technology, the resurgent sneaker fuses performance with lifestyle functionality, featuring an open mesh base with premium leather overlays and a medial panel packed with Arch-lock technology. ProGrid tooling is used on the midsole to ensure a comfy ride each time you step out.",data/highsnobiety/Saucony/saucony-progrid-triumph-4-green-silver-right-side-img.jpg,data/highsnobiety/Saucony/saucony-progrid-triumph-4-green-silver-left-side-img.jpg,data/highsnobiety/Saucony/saucony-progrid-triumph-4-green-silver-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/saucony-progrid-triumph-4-pink-silver,Saucony,saucony-progrid-triumph-4-pink-silver,USD,195.0,Saucony – ProGrid Triumph 4 Pink/Silver,"Saucony is reintroducing the ProGrid Triumph 4 in a major way, as the 2000s runner is back with the same key details as when it first launched years ago. Catering to those who appreciate both style and technology, the resurgent sneaker fuses performance with lifestyle functionality, featuring an open mesh base with premium leather overlays and a medial panel packed with Arch-lock technology. ProGrid tooling is used on the midsole to ensure a comfy ride each time you step out.",data/highsnobiety/Saucony/saucony-progrid-triumph-4-pink-silver-right-side-img.jpg,data/highsnobiety/Saucony/saucony-progrid-triumph-4-pink-silver-left-side-img.jpg,data/highsnobiety/Saucony/saucony-progrid-triumph-4-pink-silver-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/saucony-progrid-triumph-4-blue-silver,Saucony,saucony-progrid-triumph-4-blue-silver,USD,195.0,Saucony – ProGrid Triumph 4 Blue/Silver,"Saucony is reintroducing the ProGrid Triumph 4 in a major way, as the 2000s runner is back with the same key details as when it first launched years ago. Catering to those who appreciate both style and technology, the resurgent sneaker fuses performance with lifestyle functionality, featuring an open mesh base with premium leather overlays and a medial panel packed with Arch-lock technology. ProGrid tooling is used on the midsole to ensure a comfy ride each time you step out.",data/highsnobiety/Saucony/saucony-progrid-triumph-4-blue-silver-right-side-img.jpg,data/highsnobiety/Saucony/saucony-progrid-triumph-4-blue-silver-left-side-img.jpg,data/highsnobiety/Saucony/saucony-progrid-triumph-4-blue-silver-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/saucony-peregrine-13-st-glade-bronze,Saucony,saucony-peregrine-13-st-glade-bronze,USD,170.0,Saucony – Peregrine 13 ST Glade/Bronze,"Made for soft terrain and mucky conditions, the Peregrine 13 ST is a trail running shoe that can handle rough weather. The shoe features newly-designed underfoot lugs for soft ground while a mid-cut height and gaiter keep the mud out. Saucony’s PWRRUN foam midsole is lightweight and cushioned for a comfortable feel.",data/highsnobiety/Saucony/saucony-peregrine-13-st-glade-bronze-right-side-img.jpg,data/highsnobiety/Saucony/saucony-peregrine-13-st-glade-bronze-left-side-img.jpg,data/highsnobiety/Saucony/saucony-peregrine-13-st-glade-bronze-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/asics-gel-kayano-14-pure-silver-pure-silver,asics,asics-gel-kayano-14-pure-silver-pure-silver,USD,200.0,asics – GEL-KAYANO LEGACY Pure Silver,"A nod to the brand’s storied GEL-KAYANO series, the GEL-KAYANO LEGACY resurfaces showcasing a coveted late-2000s aesthetic. The shoe’s performance capabilities are reinterpreted with updated materials and design details that bring it into a new era. The silhouette is the first iteration in the sneaker’s lineage to be designed by someone other than Toshikazu Kayano, with midsole tooling that mirrors the original GEL technology cushioning to ensure superior comfort and breathability, every step of the way.",data/highsnobiety/asics/asics-gel-kayano-14-pure-silver-pure-silver-right-side-img.jpg,data/highsnobiety/asics/asics-gel-kayano-14-pure-silver-pure-silver-left-side-img.jpg,data/highsnobiety/asics/asics-gel-kayano-14-pure-silver-pure-silver-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/adidas-cg-split-stan-smith-beige-tonecore-black,Adidas,adidas-cg-split-stan-smith-beige-tonecore-black,USD,250.0,Adidas – CG Split Stan Smith Beige Tone/Core Black,"For his latest collaboration alongside adidas, Craig Green reimagines the iconic Stan Smith. Aptly referred to as the Split Stan Smith, the sneaker is defined by split detailing that runs down the center of the silhouette. Other design elements remain true to the original model, including perforated Three Stripes branding, adidas Trefoil logos, and Stan Smith iconography. ",data/highsnobiety/Adidas/adidas-cg-split-stan-smith-beige-tonecore-black-right-side-img.jpg,data/highsnobiety/Adidas/adidas-cg-split-stan-smith-beige-tonecore-black-left-side-img.jpg,data/highsnobiety/Adidas/adidas-cg-split-stan-smith-beige-tonecore-black-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/adidas-cg-split-stan-smith-core-blackgranite,Adidas,adidas-cg-split-stan-smith-core-blackgranite,USD,250.0,Adidas – CG Split Stan Smith Core Black/Granite,"For his latest collaboration alongside adidas, Craig Green reimagines the iconic Stan Smith. Aptly referred to as the Split Stan Smith, the sneaker is defined by split detailing that runs down the center of the silhouette. Other design elements remain true to the original model, including perforated Three Stripes branding, adidas Trefoil logos, and Stan Smith iconography. ",data/highsnobiety/Adidas/adidas-cg-split-stan-smith-core-blackgranite-right-side-img.jpg,data/highsnobiety/Adidas/adidas-cg-split-stan-smith-core-blackgranite-left-side-img.jpg,data/highsnobiety/Adidas/adidas-cg-split-stan-smith-core-blackgranite-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/adidas-cg-split-stan-smith-whiteblack,Adidas,adidas-cg-split-stan-smith-whiteblack,USD,250.0,Adidas – CG Split Stan Smith White/Black,"For his latest collaboration alongside adidas, Craig Green reimagines the iconic Stan Smith. Aptly referred to as the Split Stan Smith, the sneaker is defined by split detailing that runs down the center of the silhouette. Other design elements remain true to the original model, including perforated Three Stripes branding, adidas Trefoil logos, and Stan Smith iconography. ",data/highsnobiety/Adidas/adidas-cg-split-stan-smith-whiteblack-right-side-img.jpg,data/highsnobiety/Adidas/adidas-cg-split-stan-smith-whiteblack-left-side-img.jpg,data/highsnobiety/Adidas/adidas-cg-split-stan-smith-whiteblack-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/on-cloudultra-2-black,On,on-cloudultra-2-black,USD,210.0,On – Cloudultra 2 Black,"A trail running shoe engineered for cushioning and comfort, the Cloudultra is made to withstand long-distance runs on all terrains. The shoe is made with a breathable single-layer mesh upper that is joined by lightweight TPU for added durability. Moving down into the sole unit, two stacked layers of Helion superfoam along with two layers of CloudTec deliver superior cushioning and long-term comfort. ",data/highsnobiety/On/on-cloudultra-2-black-right-side-img.jpg,data/highsnobiety/On/on-cloudultra-2-black-left-side-img.jpg,data/highsnobiety/On/on-cloudultra-2-black-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/on-cloudstratus-3-undyed-white-sand,On,on-cloudstratus-3-undyed-white-sand,USD,210.0,On – Cloudstratus 3 Undyed-White/Sand,"The updated Cloudstratus 3 is a highly cushioned road running shoe designed for a range of distances. The upper is designed to fit a variety of foot shapes with a wide-fitting forefoot, enhanced heel hold, and a star-lacing system to accommodate different sorts of runners. In the sole unit, two layers of Helion are employed using On's signature CloudTec tech for maximum cushioning. Meanwhile, the forefoot Cloud components and two-finger Speedboard deliver exceptional levels of energy return and contribute to softer landings.",data/highsnobiety/On/on-cloudstratus-3-undyed-white-sand-right-side-img.jpg,data/highsnobiety/On/on-cloudstratus-3-undyed-white-sand-left-side-img.jpg,data/highsnobiety/On/on-cloudstratus-3-undyed-white-sand-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/converse-pl-vulc-pro-ox-forest-shelter-white,Converse,converse-pl-vulc-pro-ox-forest-shelter-white,USD,145.0,Converse – PL Vulc Pro Ox Forest Shelter/White,"A performance-ready update to the Converse Pro Leather, the PL Vulc Pro is designed to be more skateboard-friendly, featuring a vulcanized sole with engineered coring built into the outsole  for increased cushioning. A CX foam sockliner provides impact protection, while a traction rubber outsole improves grip. Rubber-backed suede is used on the upper of the low-top model, chosen for maximum durability. ",data/highsnobiety/Converse/converse-pl-vulc-pro-ox-forest-shelter-white-right-side-img.jpg,data/highsnobiety/Converse/converse-pl-vulc-pro-ox-forest-shelter-white-left-side-img.jpg,data/highsnobiety/Converse/converse-pl-vulc-pro-ox-forest-shelter-white-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/new-balance-bbw550sb-sea-salt-mercury-blue,New Balance,new-balance-bbw550sb-sea-salt-mercury-blue,USD,175.0,New Balance – 550 Sea Salt/Mercury Blue,"With a noticeably clean aesthetic, the 550 is a timeless classic that pays homage to ‘90s basketball players and the streetwear that defined a hoops generation. As New Balance puts it, the sneaker is simple and not overbuilt to deliver a sporty look. Now that it’s back in the limelight, don’t expect the 550 to go anywhere anytime soon. And seeing as each colorway comes and goes in a hurry, you’ll want to take advantage and scoop up a pair while you can.",data/highsnobiety/New Balance/new-balance-bbw550sb-sea-salt-mercury-blue-right-side-img.jpg,data/highsnobiety/New Balance/new-balance-bbw550sb-sea-salt-mercury-blue-left-side-img.jpg,data/highsnobiety/New Balance/new-balance-bbw550sb-sea-salt-mercury-blue-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/new-balance-mt580ed2-black-grey-white,New Balance,new-balance-mt580ed2-black-grey-white,USD,165.0,New Balance – 580 Black/Grey/White,"With its chunky, rollbar-equipped trail design, the 580 remains one of the most distinctive models in the New Balance catalog. It initially was the subject of some of the brand’s first-ever collaborative releases, and since then has emerged in a slew of in-house iterations. Now, the 580 features a modernized look with a slimmed-down toe and reduced collar height. This particular pair has a breathable mesh upper with nubuck leather overlays, resting atop an ABZORB midsole for enhanced cushioning and compression resistance.",data/highsnobiety/New Balance/new-balance-mt580ed2-black-grey-white-right-side-img.jpg,data/highsnobiety/New Balance/new-balance-mt580ed2-black-grey-white-left-side-img.jpg,data/highsnobiety/New Balance/new-balance-mt580ed2-black-grey-white-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/new-balance-bbw550sg-sea-salt-nori,New Balance,new-balance-bbw550sg-sea-salt-nori,USD,175.0,New Balance – 550 Sea Salt Nori,"With a noticeably clean aesthetic, the 550 is a timeless classic that pays homage to ‘90s basketball players and the streetwear that defined a hoops generation. As New Balance puts it, the sneaker is simple and not overbuilt to deliver a sporty look. Now that it’s back in the limelight, don’t expect the 550 to go anywhere anytime soon. And seeing as each colorway comes and goes in a hurry, you’ll want to take advantage and scoop up a pair while you can.",data/highsnobiety/New Balance/new-balance-bbw550sg-sea-salt-nori-right-side-img.jpg,data/highsnobiety/New Balance/new-balance-bbw550sg-sea-salt-nori-left-side-img.jpg,data/highsnobiety/New Balance/new-balance-bbw550sg-sea-salt-nori-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/roa-katharina-sneakers-olive-rust,ROA,roa-katharina-sneakers-olive-rust,USD,430.0,ROA – Katharina Sneakers Olive/Rust,"Drawing inspiration from climbing, the Katharina is ROA’s elevated take on the classic approach shoe. The upper of the low-top model is predominantly executed in a sturdy, technical nylon material, while below, Vibram’s Megagrip tread sole is put into play to offer supreme traction and high resistance on the roughest surfaces. For aesthetic embellishment, the sneaker is minimally branded with an embroidered ROA logo on the tongue, as well as a printed ROA logo at the toe.",data/highsnobiety/ROA/roa-katharina-sneakers-olive-rust-right-side-img.jpg,data/highsnobiety/ROA/roa-katharina-sneakers-olive-rust-left-side-img.jpg,data/highsnobiety/ROA/roa-katharina-sneakers-olive-rust-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/roa-lhakpa-sneakers-green,ROA,roa-lhakpa-sneakers-green,USD,460.0,ROA – Lhakpa Sneakers Olive ,"ROA footwear fits anywhere, with silhouettes like the Lhakpa that are just as at home on alpine trails as they are on city streets. This low-top style boasts a water-resistant construction consisting of paneled nylon mesh, textured rubber, and leather trims, paired with a durable Vibram rubber sole below, which delivers optimal traction on rough surfaces. Reflective silver-tone details are incorporated throughout the shoe to increase visibility in low-light conditions, while embroidered ROA logos serve as added embellishment at the tongue and heel.",data/highsnobiety/ROA/roa-lhakpa-sneakers-green-right-side-img.jpg,data/highsnobiety/ROA/roa-lhakpa-sneakers-green-left-side-img.jpg,data/highsnobiety/ROA/roa-lhakpa-sneakers-green-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/roa-andreas-boots-black,ROA,roa-andreas-boots-black,USD,605.0,ROA – Andreas Boots Black,"The reinforced construction of the Andreas Strap Boot is functional to off-road trails, with an upper designed specifically for outdoor terrain. The use of durable nylon ripstop brings a unique combination of softness and strength to the shoe, paired with Vibram’s Megagrip tread sole to deliver supreme traction and high resistance on tough surfaces. The silhouette’s padded high-top collar increases comfort during hours on-foot, as the overall design is made complete with embroidered ROA logos on the tongue and heel.",data/highsnobiety/ROA/roa-andreas-boots-black-right-side-img.jpg,data/highsnobiety/ROA/roa-andreas-boots-black-left-side-img.jpg,data/highsnobiety/ROA/roa-andreas-boots-black-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/roa-leather-loafer-brown,ROA,roa-leather-loafer-brown,USD,540.0,ROA – Leather Loafer Brown,"A unique ROA hybrid, the Leather Loafer is a performance-minded take on a classic footwear silhouette. The upper is executed in durable Vachetta leather that changes its appearance over time instead of standard aging. Below, you will find a custom Vibram sole geared towards superior traction on the roughest surfaces. A rubberized toe cap increases protection, as the pair is finished with a ROA logo cutout at the forefoot strap and a printed ROA graphic at the toe.",data/highsnobiety/ROA/roa-leather-loafer-brown-right-side-img.jpg,data/highsnobiety/ROA/roa-leather-loafer-brown-left-side-img.jpg,data/highsnobiety/ROA/roa-leather-loafer-brown-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/puma-star-tennis-whites-whiteultra-bluegreen,Puma,puma-star-tennis-whites-whiteultra-bluegreen,USD,130.0,Puma – Star Tennis Whites White/Ultra Blue/Green,"The Star Tennis Whites emerge in a considerably clean look with pops of color by way of small branding hits implemented throughout the silhouette. The sleek model features a smooth leather upper, defined by perforated Formstrip detailing at the sides. Additional PUMA iconography appears alongside as well as atop the tongue and at the heel to further embellish the design. ",data/highsnobiety/Puma/puma-star-tennis-whites-whiteultra-bluegreen-right-side-img.jpg,data/highsnobiety/Puma/puma-star-tennis-whites-whiteultra-bluegreen-left-side-img.jpg,data/highsnobiety/Puma/puma-star-tennis-whites-whiteultra-bluegreen-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/keen-jasper-cathay-spice-orion-blue,Keen,keen-jasper-cathay-spice-orion-blue,USD,120.0,Keen – Jasper Cathay Spice/Orion Blue,"A function-first design, the Jasper is geared towards climbers, hikers, and backpackers for use before and after vigorous activity. This particular pair is dressed in premium leather across the upper for a more lifestyle-friendly aesthetic, making it more than acceptable for cruising around town, too. A cushy footbed with a removable PU insert enhances overall comfort, as the lacing system extends down to the toe to offer a more customizable fit. Below, a low-profile, sticky rubber outsole heightens the ground feel everywhere you go.",data/highsnobiety/Keen/keen-jasper-cathay-spice-orion-blue-right-side-img.jpg,data/highsnobiety/Keen/keen-jasper-cathay-spice-orion-blue-left-side-img.jpg,data/highsnobiety/Keen/keen-jasper-cathay-spice-orion-blue-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/keen-jasper-ii-wp-canteen-naval-academy,Keen,keen-jasper-ii-wp-canteen-naval-academy,USD,145.0,Keen – Jasper II WP Canteen/Naval Academy,"The Jasper II is a function-first design that's geared toward exploring the great outdoors with a breathable, waterproof membrane that enhances overall performance. Keen’s All-Terrain rubber outsole ensures higher-traction grip on various surfaces, with EVA in the midsole and a removable PU insole working in tandem to provide lightweight cushioning and long-lasting comfort.",data/highsnobiety/Keen/keen-jasper-ii-wp-canteen-naval-academy-right-side-img.jpg,data/highsnobiety/Keen/keen-jasper-ii-wp-canteen-naval-academy-left-side-img.jpg,data/highsnobiety/Keen/keen-jasper-ii-wp-canteen-naval-academy-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/keen-hiking-patrol-jasper-rocks-sp-phantasmal-red,Keen x Hiking Patrol,keen-hiking-patrol-jasper-rocks-sp-phantasmal-red,USD,145.0,Keen x Hiking Patrol – Jasper Rocks SP Phantasmal Red,"A function-first design, the Jasper looks and performs like an approach shoe for climbing, while being geared towards climbers, hikers, and backpackers for use before and after vigorous activity. This particular pair is made in collaboration with Hiking Patrol and is dressed in a red and black suede upper for a more lifestyle-friendly aesthetic, making it more than acceptable for cruising around town, too. A cushy footbed with a removable PU insert enhances overall comfort, as the bungee lacing system extends down to the toe to offer a more customizable fit. Below, a low-profile, sticky rubber outsole heightens the ground feel everywhere you go.",data/highsnobiety/Keen x Hiking Patrol/keen-hiking-patrol-jasper-rocks-sp-phantasmal-red-right-side-img.jpg,data/highsnobiety/Keen x Hiking Patrol/keen-hiking-patrol-jasper-rocks-sp-phantasmal-red-left-side-img.jpg,data/highsnobiety/Keen x Hiking Patrol/keen-hiking-patrol-jasper-rocks-sp-phantasmal-red-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/asics-gmbh-gel-kayano-legacy-cilantro-wood-crepe,asics x GmbH,asics-gmbh-gel-kayano-legacy-cilantro-wood-crepe,USD,210.0,asics x GmbH – GEL-KAYANO LEGACY Cilantro/Wood Crepe,"ASICS and GmbH team up once again for a limited edition drop, this time focusing on the GEL-KAYANO LEGACY, to commemorate the 30th anniversary of the GEL-KAYANO series. GmbH, known for its experimental and genre-defying designs, elevates the popular lifestyle shoe with minimal, yet contrasting overlays. Co-branded logos can be found at the insoles and heel, while the tongue has KAYANO inscribed in Kanji characters to signify both brands' cross-cultural approach.",data/highsnobiety/asics x GmbH/asics-gmbh-gel-kayano-legacy-cilantro-wood-crepe-right-side-img.jpg,data/highsnobiety/asics x GmbH/asics-gmbh-gel-kayano-legacy-cilantro-wood-crepe-left-side-img.jpg,data/highsnobiety/asics x GmbH/asics-gmbh-gel-kayano-legacy-cilantro-wood-crepe-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/asics-gel-1130-oyster-gray-clay-gray,asics,asics-gel-1130-oyster-gray-clay-gray,USD,130.0,asics – GEL-1130 Oyster Gray/Clay Gray,"The GEL-1130 from ASICS perfectly encapsulates the late 2000s running shoe aesthetic that remains in high demand. This new iteration is a more sophisticated take on the longtime ASICS silhouette, which is designed for optimal support. The shoe’s construction draws heavily from the GEL-Kayano 14, while simultaneously paying homage to the GEL-1000 series. Synthetic leather overlays and mesh underlays preserve the original design language of the GEL-1130, which is now updated to a lifestyle silhouette. No matter how you choose to use it, the sneaker harnesses ASICS’ GEL technology cushioning to deliver all-day comfort.",data/highsnobiety/asics/asics-gel-1130-oyster-gray-clay-gray-right-side-img.jpg,data/highsnobiety/asics/asics-gel-1130-oyster-gray-clay-gray-left-side-img.jpg,data/highsnobiety/asics/asics-gel-1130-oyster-gray-clay-gray-front-both-img.jpg
https://www.highsnobiety.com/en-us/shop/product/asics-gel-1130-steel-gray-sheet-rock,asics,asics-gel-1130-steel-gray-sheet-rock,USD,130.0,asics – GEL-1130 Steel Gray/Sheet Rock,"The GEL-1130 from ASICS perfectly encapsulates the late 2000s running shoe aesthetic that remains in high demand. This new iteration is a more sophisticated take on the longtime ASICS silhouette, which is designed for optimal support. The shoe’s construction draws heavily from the GEL-Kayano 14, while simultaneously paying homage to the GEL-1000 series. Suede overlays and mesh underlays preserve the original design language of the GEL-1130, which is now updated to a lifestyle silhouette. No matter how you choose to use it, the sneaker harnesses ASICS’ GEL technology cushioning to deliver all-day comfort.",data/highsnobiety/asics/asics-gel-1130-steel-gray-sheet-rock-right-side-img.jpg,data/highsnobiety/asics/asics-gel-1130-steel-gray-sheet-rock-left-side-img.jpg,data/highsnobiety/asics/asics-gel-1130-steel-gray-sheet-rock-front-both-img.jpg
