brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,images_dir,s3_dir,product_dimensions
Jordan,AIR JORDAN 2 RETRO BLACKCEMENT GREY-FIRE RED-SAIL,"₹ 17,295.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DR8884-001,"Making its debut in 1986, the AJ2 was the cool younger sibling of its famous predecessor—a sleeker and more pared-down version of the iconic AJ1. With premium leather and Nike Air underfoot, this throwback serves the ultimate combo of wearability and style.Leather feels luxurious and adds durability.Nike Air-Sole unit in the heel delivers lightweight, responsive cushioning.Rubber outsole offers traction on a variety of surfaces.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/air-jordan-2-retro-black-cement-grey-fire-red-sail,data/raw/superkicks/men-basketball-sneakers/images/jordan/air jordan 2 retro blackcement grey-fire red-sail,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/jordan/air jordan 2 retro blackcement grey-fire red-sail,
Nike,JA 1 NRG EP LIME BLASTOIL GREEN-BLACK-HEMP,"₹ 10,795.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FV5562-300,"Ja Morant became the superstar he is today by repeatedly sinking jumpers on crooked rims, jumping on tractor tires and dribbling through traffic cones in steamy South Carolina summers. The Ja 1 is a testament to his rise. With Zoom Air, it supports bunny hops and hyper speed without sacrificing comfort, so that you can control your own destiny on the court. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Behind the DesignJust when you think you're out of the game, and that you have nothing left to give, look down. These zombie-inspired Ja 1 shoes may just inspire you to come back from the dead and take the game into your own hands.Personal TouchJa’s signature, logo and jersey number are sketched in his own handwriting.Prepare for LiftoffA forefoot Zoom Air unit helps provide increased responsiveness and vertical acceleration. Plush cushioning in the midsole provides comfort when you come back to Earth after skying in the clouds.Stay SupportedA containment system and forefoot strap help keep your ankle and heel stable, so that you’re in control and supported whether you’re changing directions at high speeds, springing toward the rim, or staying in front of shifty ball-handlers on defense.Lightweight, breathable material on the upper helps keep your feet cool.Padded collar adds cushioning.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/ja-1-nrg-ep-lime-blast-oil-green-black-hemp,data/raw/superkicks/men-basketball-sneakers/images/nike/ja 1 nrg ep lime blastoil green-black-hemp,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/nike/ja 1 nrg ep lime blastoil green-black-hemp,
Nike,AIR FORCE 1 07 LV8 LIGHT SILVERBLACK-LIGHT SILVER-WHITE,"₹ 10,795.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,DZ2522-001,"Torn between 2 looks? Not anymore—this AF1 gets a 2-toned treatment from tongue to sole. Split-color Swooshes and soles add just the right touch of interest, and mismatched branding on the tongue and backtab complete the look. And don't worry, it still delivers cushioned comfort and the classic AF1 look with era-echoing '80s construction, bold details and nothin'-but-net style. Step up in this elevated silhouette (literally and figuratively).From tough stitching to pristine materials to the cupsole design, it delivers durable style that’s smoother than backboard glass.Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.Rubber outsole with hoops pivot circles adds durable traction and heritage style.Low-cut, padded collar looks sleek and feels great.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/air-force-1-07-lv8-light-silver-black-light-silver-white,data/raw/superkicks/men-basketball-sneakers/images/nike/air force 1 07 lv8 light silverblack-light silver-white,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/nike/air force 1 07 lv8 light silverblack-light silver-white,
Nike,FREAK 5 EP BLACKPHANTOM-FUCHSIA DREAM-BALTIC BLUE,"₹ 11,495.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DX4996-002,"Giannis’ internal engine revs from deep within, requiring a shoe that can harness his superpower abilities. Enter the Freak 5. Stacked with stunning speed for super-quick first steps, stuffed with that sort of springy cushioning that can withstand the all-game grind, his signature shoe lets you feel the like the Greek Freak. Blow past your opponent en route to the rim, while sticking with quick-twitch ball-handlers when a defensive stand decides the game. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Hit the GasA top-loaded Zoom Air unit in the forefoot provides energy return and responsiveness, putting force into your first step so you can go from the perimeter to the rim with ease.Stay ContainedFor all that force and velocity, Giannis needs a design that stays with him, no matter what the defense throws at him. Our internal containment system gives you a more dynamic fit system that limits movement inside the shoe without feeling constricting.Comfort for 4 QuartersSpringy foam midsole has a responsive underfoot ride. It adds a soft, comfortable sensation to help keep you moving and energized all game long.Stick and CutAdvanced traction in the heel enhances your on-court feel. It helps you stick to the ground for a microsecond while the other directional traction helps you dig your toe in and toe out of it.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/freak-5-ep-black-phantom-fuchsia-dream-baltic-blue,data/raw/superkicks/men-basketball-sneakers/images/nike/freak 5 ep blackphantom-fuchsia dream-baltic blue,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/nike/freak 5 ep blackphantom-fuchsia dream-baltic blue,
Nike,AIR FORCE 1 07 LT OREWOOD BRNSAIL-COCONUT MILK,"₹ 9,695.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,FQ8077-104,"An aged neutral palette updates this icon for timeless style that's easy to wear. Soft suede pairs with an exposed foam tongue for a retro look. Of course, some things never change: Nike Air units still cushion your every step.From tough stitching to pristine materials to the cupsole design, these kicks deliver durable style that's smoother than backboard glass.Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.Low-cut, padded collar looks sleek and feels great.Rubber outsole with hoops pivot circles adds heritage style and durable traction.More Details  Leather Swoosh logo Foam midsole Perforation on toe",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/air-force-1-07-lt-orewood-brn-sail-coconut-milk,data/raw/superkicks/men-basketball-sneakers/images/nike/air force 1 07 lt orewood brnsail-coconut milk,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/nike/air force 1 07 lt orewood brnsail-coconut milk,
Nike,FREAK 5 EP LT OREWOOD BRNEMERALD RISE,"₹ 11,495.00",Nike,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DX4996-100,"Giannis’ internal engine revs from deep within, requiring a shoe that can harness his superpower abilities. Enter the Freak 5. Stacked with stunning speed for super-quick first steps, stuffed with that sort of springy cushioning that can withstand the all-game grind, his signature shoe lets you feel the like the Greek Freak. Blow past your opponent en route to the rim, while sticking with quick-twitch ball-handlers when a defensive stand decides the game. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Hit the GasA top-loaded Zoom Air unit in the forefoot provides energy return and responsiveness, putting force into your first step so you can go from the perimeter to the rim with ease.Stay ContainedFor all that force and velocity, Giannis needs a design that stays with him, no matter what the defense throws at him. Our internal containment system gives you a more dynamic fit system that limits movement inside the shoe without feeling constricting.Comfort for 4 QuartersSpringy foam midsole has a responsive underfoot ride. It adds a soft, comfortable sensation to help keep you moving and energized all game long.Stick and CutAdvanced traction in the heel enhances your on-court feel. It helps you stick to the ground for a microsecond while the other directional traction helps you dig your toe in and toe out of it.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/freak-5-ep-lt-orewood-brn-emerald-rise,data/raw/superkicks/men-basketball-sneakers/images/nike/freak 5 ep lt orewood brnemerald rise,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/nike/freak 5 ep lt orewood brnemerald rise,
Jordan,AIR JORDAN 5 BURGUNDY,"₹ 20,295.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DZ4131-600,"We're bringing back Burgundy. Why? Because it looks so good on AJ5s. Especially when it's accented with Light Graphite, Silver and an icy, semi-clear sole. It was a solid shoe in '06 and it's still looking tops in '23. Get yours.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/air-jordan-5-burgundy,data/raw/superkicks/men-basketball-sneakers/images/jordan/air jordan 5 burgundy,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/jordan/air jordan 5 burgundy,
Adidas Originals,FORUM MID GREENFTWR WHITECREAM WHITE,"₹ 12,999.00",Adidas India Pvt. Ltd.,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE7192,"LUXE MID-CUT TRAINERS WITH HOOPS DNA. Let's take a moment to honour an icon. Is it the gravity-defying B-ball legend from the '80s? Or perhaps the status shoe that adorned the feet of rappers? Both, in fact. The adidas Forum shoes have dominated the hardwood and the streets, and they're back in a mid top version to take your moves to the next level. Slip into the unmistakable style, now in luxurious coated leather, and flaunt that pure class.  Lace closure with adjustable strap Leather upper Rubber outsole",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/forum-mid-green-ftwr-white-cream-white,data/raw/superkicks/men-basketball-sneakers/images/adidas originals/forum mid greenftwr whitecream white,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/adidas originals/forum mid greenftwr whitecream white,
Jordan,ZION 3 PF MINT FOAMCONCORD-PSYCHIC PURPLE,"₹ 12,795.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DR0676-300,"Zion's third signature shoe celebrates the dedication he puts in to crafting his singular game. Packed with court-ready tech, it's designed for ballers who are masters of both land and air. Stay low and contained, explode skyward, with a cushioned return to earth. The Zion 3 helps hold you down—so you can fly your own way.Lateral ActionSide to side, left to right. Traction on the outsole helps you grip the court with every step, and a foam carrier in the midsole adds support for your ankle and heel.Up Fast, Down HardNike Air helps you get those powerful ups when you blast off the court—and adds cushioning on reentry.Get LowFor improved ground feel, we dropped in some Formula 23 foam. It's soft and responsive underfoot, helping you stay low in your movements.More Details  PF edition designed to run wide for play on outdoor courts.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/zion-3-pf-mint-foam-concord-psychic-purple,data/raw/superkicks/men-basketball-sneakers/images/jordan/zion 3 pf mint foamconcord-psychic purple,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/jordan/zion 3 pf mint foamconcord-psychic purple,
Adidas Originals,RIVALRY 86 LOW 003 CORE BLACKTALCOLIVE,"₹ 11,999.00",Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF3401,"SHOES INSPIRED BY '80S BASKETBALL AND READY FOR TODAY. The best things start out good and become great as time goes along. That's the story with these adidas Rivalry shoes — born for the basketball court in the 1980s and a mainstream style statement today. They're designed with tonal 3-Stripes on a soft leather upper over a classic rubber outsole. Wear them to the skatepark, out with friends or on a walk in your neighborhood. They're yours to make your own.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/rivalry-86-low-003-core-black-talc-olive,data/raw/superkicks/men-basketball-sneakers/images/adidas originals/rivalry 86 low 003 core blacktalcolive,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/adidas originals/rivalry 86 low 003 core blacktalcolive,
Nike,AIR FORCE 1 07 WB FLAXWHEAT-GUM LIGHT BROWN-BLACK,"₹ 10,995.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,CJ9179-200,"ICONIC CUSHIONING AND DESIGN.The legend lives on in the Nike Air Force 1 '07 WB, a low-cut take on the iconic AF1 that offers classic court style and premium cushioning.A full-length Nike Air unit offers excellent impact absorption.A low-cut silhouette has a low-to-the-ground feel.Non-marking rubber in a sleek cupsole design gives traction and durability.Traditional laces offer a snug, secure fit.Perforations enhance ventilation.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/air-force-1-07-wb-flax-wheat-gum-light-brown-black,data/raw/superkicks/men-basketball-sneakers/images/nike/air force 1 07 wb flaxwheat-gum light brown-black,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/nike/air force 1 07 wb flaxwheat-gum light brown-black,
Reebok,BB 4000 II MID WHITECOLD GREY 3GREEN,"₹ 9,999.00",Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,100032748,"EVERYDAY SHOES FOR THE HOOPER IN YOU Basketball-bred and street-ready, these Reebok mid top shoes bring that familiar look with an off-the-hardwood feel. Subtle suede details complement the leather upper so you can match them with your favorite basketball tee or a pair of jeans.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/bb-4000-ii-mid-white-cold-grey-3-green,data/raw/superkicks/men-basketball-sneakers/images/reebok/bb 4000 ii mid whitecold grey 3green,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/reebok/bb 4000 ii mid whitecold grey 3green,
Adidas Originals,FORUM PLATFORM CLEAR SKYGREY ONEFTWR WHITE,"₹ 12,999.00",Adidas India Pvt. Ltd.,Indonesia,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE7350,THE FAMED '84 ADIDAS FORUM SHOES REACH NEW HEIGHTS. Own your power. Make it known. It's extra hard to miss when you're standing a few inches taller in these low-cut adidas Forum shoes. The OG look from the first '84 version is stacked on a high platform. All the signature markers are there. Ankle strap. X detail. Now elevated.,men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/forum-platform-clear-sky-grey-one-ftwr-white,data/raw/superkicks/men-basketball-sneakers/images/adidas originals/forum platform clear skygrey oneftwr white,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/adidas originals/forum platform clear skygrey oneftwr white,
Adidas Originals,RIVALRY 86 LOW 003 TALCCARBONCREAM WHITE,"₹ 11,999.00",Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF3402,"SHOES INSPIRED BY '80S BASKETBALL AND READY FOR TODAY. The best things start out good and become great as time goes along. That's the story with these adidas Rivalry shoes — born for the basketball court in the 1980s and a mainstream style statement today. They're designed with tonal 3-Stripes on a soft leather upper over a classic rubber outsole. Wear them to the skatepark, out with friends or on a walk in your neighborhood. They're yours to make your own.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/rivalry-86-low-003-talc-carbon-cream-white,data/raw/superkicks/men-basketball-sneakers/images/adidas originals/rivalry 86 low 003 talccarboncream white,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/adidas originals/rivalry 86 low 003 talccarboncream white,
Adidas Originals,FORUM MOD MID WONDER BLUEWHITE,"₹ 12,999.00",Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IE7120,"FORUM MOD MID SHOES MID-TOP SHOES MADE WITH RECYCLED AND VEGAN MATERIALS The adidas Forum like you've never seen it. This version of the iconic shoes pushes boundaries with expressive details and an all-new build. These distinguished trainers take on bold proportions with midfoot plugs and an extended midsole counter. The upper is part synthetic leather, part textile, and all vegan. And we haven't even mentioned all the fresh visual touches — like the net overlay on the 3-Stripes and the interplay of coloured panels. Yeah, these are sharp. To reduce our reliance on virgin materials, we make sure that our vegan alternatives also contain a minimum of 25% recycled content.",men-basketball-sneakers,https://www.superkicks.in/collections/men-basketball-sneakers,https://www.superkicks.in/products/forum-mod-mid-wonder-blue-white,data/raw/superkicks/men-basketball-sneakers/images/adidas originals/forum mod mid wonder bluewhite,s3://sneakers-ml/data/raw/superkicks/men-basketball-sneakers/images/adidas originals/forum mod mid wonder bluewhite,
