brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,photos_path,s3_path,product_dimensions
Adidas Originals,BAD BUNNY CAMPUS SUPCOLSUPCOLCWHITE,"₹ 15,999.00",Adidas,Indonesia,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,ID2529,"SIGNATURE SHOES SPARKED BY THE CREATIVE VISION OF BAD BUNNY. Contoured outsoles. Bold 3-Stripes. And casual style for days. These adidas Campus shoes uphold everything you love about the classic Campus design, but this time with the unmistakable look of a Bad Bunny collaboration. A smooth leather upper conforms to your foot, and a soft interior lining keeps every step comfortable.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/bad-bunny-campus-supcol-supcol-cwhite,data/superkicks/men-sneakers/photos/Adidas Originals/BAD BUNNY CAMPUS SUPCOLSUPCOLCWHITE,,
Converse,CHUCK TAYLOR ALL STAR BLUELIGHT BLUE,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04545C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-blue-light-blue,data/superkicks/men-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR BLUELIGHT BLUE,,
Asics,JAPAN S ST WHITEMIDNIGHT,"₹ 6,999.00",ASICS INDIA PVT. LTD,Cambodia,ASICS INDIA PVT. LTD,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1203A289.107,"Basketball heritage meets elevated comfort on the JAPAN S™ ST sneaker. Based on one of our throwback offerings from 1981, this silhouette evolves an iconic design with amplified cushioning properties.  This shoe's upper features a layered leather construction and elevated accent details that help create unique color blocking combinations. The sole's platform tooling is updated with GEL™ technology underfoot. It's designed to help provide advanced underfoot comfort for today's modern lifestyle.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/japan-s-st-white-midnight,data/superkicks/men-sneakers/photos/Asics/JAPAN S ST WHITEMIDNIGHT,,
Nike,AIR FORCE 1 07 TRIPLE WHITE,"₹ 7,495.00",LOTUS FOOTWEAR ENTERPRISES LIMITED,India,Nike India Private Limited,0.95 KG,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,CW2288-111,"The radiance lives on in the Nike Air Force 1 ’07, the b-ball OG that puts a fresh spin on what you know best: durably stitched overlays, clean finishes and the perfect amount of flash to make you shine.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-triple-white-1,data/superkicks/men-sneakers/photos/Nike/AIR FORCE 1 07 TRIPLE WHITE,,
Converse,CHUCK TAYLOR ALL STAR HUNTER GREEN,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04544C,"Just in time for cooler weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add standout style to your rotation. On those shorter days, why not add some color to your look?  High top with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Durable polyester laces. Fused All Star patch.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-hunter-green,data/superkicks/men-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR HUNTER GREEN,,
Asics,NEEDLES X EX89 WHITEWHITE,"₹ 11,999.00","SHYANG YING CO.,LTD.",Vietnam,ASICS INDIA PVT. LTD,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1201A942.100,"ASICS has teamed up with fellow Japanese brand Needles to update the EX-89. Equipped with a full leather construction, this EX-89 features purple stitching throughout the upper. The heel counter features Needles' signature emblem alongside an embroidered ASICS logo, whilst the tongues are mismatched to feature each brand's logo on either side. - ASICS SportStyle EX-89 x Needles BLACK/BLACK - Leather upper - Contrast stitching - Co-branding on heels & tongues - Rubber outsole",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ex89-white-white,data/superkicks/men-sneakers/photos/Asics/NEEDLES X EX89 WHITEWHITE,,
Nike,AIR FORCE 1 07 WB FLAXWHEAT-GUM LIGHT BROWN-BLACK,"₹ 10,995.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,CJ9179-200,"ICONIC CUSHIONING AND DESIGN.The legend lives on in the Nike Air Force 1 '07 WB, a low-cut take on the iconic AF1 that offers classic court style and premium cushioning.A full-length Nike Air unit offers excellent impact absorption.A low-cut silhouette has a low-to-the-ground feel.Non-marking rubber in a sleek cupsole design gives traction and durability.Traditional laces offer a snug, secure fit.Perforations enhance ventilation.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-wb-flax-wheat-gum-light-brown-black,data/superkicks/men-sneakers/photos/Nike/AIR FORCE 1 07 WB FLAXWHEAT-GUM LIGHT BROWN-BLACK,,
Reebok,CLASSIC LEARHER HEXALITE +HOOPS BLUECHALKALABASTER,"₹ 9,599.00",Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IG0718,"Inspired by Reebok court shoes from the late '80s, these kicks have a retro look and a luxe feel thanks to delicate details on the upper. A net-shaped piece on the sidewall nods to tennis while giving it a look you can rock anywhere.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/classic-learher-hexalite-hoops-blue-chalk-alabaster,data/superkicks/men-sneakers/photos/Reebok/CLASSIC LEARHER HEXALITE +HOOPS BLUECHALKALABASTER,,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04547C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black-1,data/superkicks/men-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR BROWNBLACK,,
Toms,WMNS ORGANIC COTTON DARK NAVY CANVAS SLIP ONS NAVY,"₹ 3,999.00",TOMS Shoes,China,V Retail Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,10017712,"Our day one women’s Alpargata slip-on is now designed using earth-conscious materials to lessen your impact on the planet and bring maximum comfort to your day-to-day shoe. Step into these espadrilles in navy recycled cotton canvas, and spark change with every stride.   Recycled Cotton upper, lining and sock-liner made with 50% recycled cotton which helps keep textile waste out of landfills and requires less water and energy than conventional cotton Durable, flexible outsole bound directly to the upper via Direct Injected TPR construction for a seamless fit Custom TOMS comfort insole with 50% Eco content (25% recycled PU foam, 15% recycled rubber, 10% bio oil), which means it has less of an impact on the environment Elastic gore for easy on and off Part of the earthwise™ collection, products designed with the planet in mind. We commit 1/3 of our profits to support people working to build equity at the grassroots level.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-organic-cotton-dark-navy-canvas-slip-ons-navy,data/superkicks/men-sneakers/photos/Toms/WMNS ORGANIC COTTON DARK NAVY CANVAS SLIP ONS NAVY,,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04543C,"Just in time for cooler weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add standout style to your rotation. On those shorter days, why not add some color to your look?  High top with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Durable polyester laces. Fused All Star patch.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black,data/superkicks/men-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR BROWNBLACK,,
Converse,CONS AS-1 PRO OPTICAL WHITE,"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04597C,"Experience CONS most innovative skate model to date, in a fresh colorway. Brought to you by one the world's top skateboarders, Alexis Sablone, the AS-1 Pro turns to retro skateboarding styles for a cupsole performance shoe unlike any other. Rubber pods jut through the upper for visible durability. For optimum boardfeel, an innovative coring system puts you closer to the board, and distributes impact cushioning beyond the sockliner. Finished with a herringbone outsole for maximum traction, giving you the best grip—straight out the box.  Low-top skateboarding shoe with a full leather upper for optimal durability. CX foam sockliner for impact cushioning. Engineered coring for increased cushioning. Durable cotton laces. Bold, color-pop Star Chevron.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/cons-as-1-pro-optical-white,data/superkicks/men-sneakers/photos/Converse/CONS AS-1 PRO OPTICAL WHITE,,
Converse,CHUCK 70 AT-CX HIGH BLACK,"₹ 9,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A07987C,High-top platforms with canvas upper A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and canvas winged tongue for ease of entry Premium laces and a faux leather patch elevate the design,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-at-cx-high-black,data/superkicks/men-sneakers/photos/Converse/CHUCK 70 AT-CX HIGH BLACK,,
Converse,RUN STAR LEGACY CX HI TAWNY OWLNATURAL IVORY,"₹ 9,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A07986C,"Created in 1917 as a non-skid basketball shoe, the All Star was originally promoted for its superior court performance by basketball mastermind Chuck Taylor. But over the decades, something incredible happened: The sneaker, with its timeless silhouette and unmistakable ankle patch, was organically adopted by rebels, artists, musicians, dreamers, thinkers and originals. A reimagination of the fan-favourite Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner help keep you light on your feet, while hiker-inspired and distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down. Now with utility laces for an outdoor-ready edge.  High-top platform shoe with durable cotton canvas upper and jungle cloth tongue CX foam insole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Utility-inspired laces with lace lock for an outdoor-ready look Embroidered Chuck Taylor ankle patch Elevation Height: 49mm Chuck Taylor All Star Origins",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-legacy-cx-hi-tawny-owl-natural-ivory,data/superkicks/men-sneakers/photos/Converse/RUN STAR LEGACY CX HI TAWNY OWLNATURAL IVORY,,
Nike,AIR FORCE 1 07 LT IRON ORELT IRON ORE-LT OREWOOD BRN,"₹ 11,895.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,FD3365-001,"Classic and comfortable, you'll want to wear these AF1s time after time. Smooth suede and a plush collar give these kicks a premium feel, while the gum sole adds a retro look. Of course, some things never change: Nike Air units still cushion your every step.timeFrom tough stitching to pristine materials to the cupsole design, these kicks deliver durable style that's smoother than backboard glass.Originally designed for performance hoops, Nike Air cushioning provides lasting comfort.Low-cut, padded collar looks sleek and feels great.Rubber outsole with hoops pivot circles adds durable traction and heritage style.More Details  Rope laces Foam midsole Perforation on toe",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-lt-iron-ore-lt-iron-ore-lt-orewood-brn,data/superkicks/men-sneakers/photos/Nike/AIR FORCE 1 07 LT IRON ORELT IRON ORE-LT OREWOOD BRN,,
Adidas Originals,NMD_R1 CORE BLACKCARBONGREY FIVE,"₹ 14,999.00",Adidas,Vietnam,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IG5535,"SLEEK TRAINERS MADE IN PART WITH RECYCLED MATERIALS. The adidas NMD_R1 shoes are made for trailblazers, city explorers and those who just want to stay comfortable. The iconic silhouette never fails to energise your style — and this version takes a fresh approach with lengthwise weldings and a double-layer mesh upper with a graphic print underneath. The responsive BOOST midsole will go as far as you will — so don't be timid. Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/nmd_r1-core-black-carbon-grey-five,data/superkicks/men-sneakers/photos/Adidas Originals/NMD_R1 CORE BLACKCARBONGREY FIVE,,
Nike,AIR MAX FLYKNIT RACER BLACKWHITE,"₹ 14,995.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DJ6106-001,"Paying homage to both heritage and innovation, we've blended 2 icons (old and new) to go beyond what's expected in the Nike Air Max Flyknit Racer. Incredibly light and airy Flyknit pairs with oh-so-comfy Air Max cushioning. Lace up and let your feet do the talking.Retro Super PowerInspired by the 2012 FK Racer, the featherweight, form-fitting Flyknit upper is as revolutionary as it is good looking. Plus, the nearly seamless design adds a sporty edge.Best Made BetterThe modernized look of the Pre-Day tooling fits perfectly with this mashup of heritage meets innovation. With its chiseled heel and expressive window around the Air Max cushioning (originally designed for performance running) it delivers a fresh take on tried-and-true comfort.Soft synthetic suede detailing adds a classic touch.Collar sculpts the ankle for a track-inspired look.Foam midsole delivers springy cushioning.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-flyknit-racer-black-white,data/superkicks/men-sneakers/photos/Nike/AIR MAX FLYKNIT RACER BLACKWHITE,,
Nike,KEVIN DURANT KD16 EP DEEP ROYALVIVID PURPLE-METALLIC SILVER,"₹ 13,995.00",Nike,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DV2916-401,"Kevin Durant is a true hooper. He'd be just as happy running pickup all afternoon as he would be dropping 40-pieces in the playoffs. When your avid appetite for the game can’t be satisfied, lace up in the KD16’s. Nike Air and Zoom Air work together to provide speed and stability for all four quarters, while the upper is lower and the overall load is lighter compared to the previous iteration. It's ideal for the hoopaholic who can’t say no to just one more game. This regal design pays homage to KD’s prominence as a player, a revered, king-making bucket-getter who just keeps getting better with each passing season. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Emotional PathwayFrom injuries and insults to championships and reclamation of his rightful place in the basketball world, KD’s grown both as a player and person. The cloudy, purple haze represents the endured downs throughout his career that eventually helped make him stronger. The day-breaking blues signify his emotional range and clarity of mind that have brought him through it all.Cushion and ComfortA lightweight Nike Air unit at the bottom of the upper gives KD the cushioning and comfort he needs to thrive during a long season.High-Speed HavenKD loved the 15’s underfoot experience, so we took inspiration from the previous iteration and added a bottom-loaded forefoot Zoom Air unit for extra pop and snappiness when the game hits high speeds. Responsive full-length foam adds a soft, comfortable sensation.Groove and MoveGrooves and ridges in the sole help provide multidirectional traction and court feel. A stiff piece under the arch helps keep the shoe stable and help you smoothly transition from heel to toe.Broken-In FeelMultilayer mesh in the upper is lightweight and dimensional with a broken-in feel. Added thickness in strategic areas helps to keep your foot in place by reducing small movements.Like ClockworkThe outsole resembles watch gears, which represent the inner workings of KD and the methodical nature of how he operates.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/kevin-durant-kd16-ep-deep-royal-vivid-purple-metallic-silver,data/superkicks/men-sneakers/photos/Nike/KEVIN DURANT KD16 EP DEEP ROYALVIVID PURPLE-METALLIC SILVER,,
Jordan,AIR JORDAN 11 RETRO LOW IE BLACKBLACK-WHITE,"₹ 16,995.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,919712-001,LEGENDARY LOOK.The Air Jordan 11 Retro Low IE Shoe offers a fresh take on one of the most beloved Jordan designs ever. It's built with lightweight and breathable materials. Full-length Air cushioning combines with premium details for the ultimate fusion of style and comfort.Real and synthetic leather and textile material in the upper for durability.Full-length Air-Sole unit provides soft cushioning.Lightweight composite midsole component provides stability.Rubber outsole features a modified herringbone traction pattern.,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-jordan-11-retro-low-ie-black-black-white,data/superkicks/men-sneakers/photos/Jordan/AIR JORDAN 11 RETRO LOW IE BLACKBLACK-WHITE,,
Adidas Originals,NITEBALL OFF WHITECLOUD WHITE,"₹ 12,999.00",Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF2604,"EXCITING ADIDAS SNEAKERS WITH SHINY ELEMENTS. Embodying the energy and spirit of basketball, these adidas sneakers provide an energy boost that will be felt from head to toe. Vintage collegiate inspiration shows in the aged colour treatment while the metallic accents are straight up state-of-the-art. Ultralight responsive Lightstrike cushions every step. Wave-like 3D moulding washes style over your feet.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/niteball-off-white-cloud-white,data/superkicks/men-sneakers/photos/Adidas Originals/NITEBALL OFF WHITECLOUD WHITE,,
Puma,PLEXUS SAND IVORYVAPOR GRAY,"₹ 11,999.00",Puma,China,Puma India Pvt. Ltd.,0.95kg,shoe,1 Pair,Superkicks India Pvt. Ltd.,39315701,"Ushering in an evolution in footwear, the Plexus challenges expectations of what a sneaker should look and feel like. It combines an athletic silhouette with a disruptive visual language, turning practical features like laces into a striking design highlight. This version takes inspiration from the desert and adds in our performance PUMAGRIP-ATR outsole, so you can tackle any trail.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/plexus-sand-ivory-vapor-gray,data/superkicks/men-sneakers/photos/Puma/PLEXUS SAND IVORYVAPOR GRAY,,
