brand,description,pricecurrency,price,title,collection_name,collection_url,url,photos_path,s3_path
new balance,"- New Balance 550 ""WHITE""- Colour: White/Green- Stijlcode: GSB550TA",EUR,89.99,550 GS WHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-5,data/sneakerbaas/category-kids/photos/new balance/550 GS WHITE,
new balance,"- New Balance 550 ""WHITE""- Colour: White/Yellow/Purple- Stijlcode: PSB550TG",EUR,79.99,550 WHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-7,data/sneakerbaas/category-kids/photos/new balance/550 WHITE,
new balance,"- New Balance 2002 ""ECLIPSE""- Colour: Blue/White- Stijlcode: PV2002SF",EUR,94.95,2002 ECLIPSE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-eclipse,data/sneakerbaas/category-kids/photos/new balance/2002 ECLIPSE,
vans,"- Vans UY SK8-Hi Zip ""CMSW BLACK""- Colour: Black/camo-Stijlcode: VN0005VSBLK1M",EUR,49.99,UY SK8-Hi Zip CMSW BLACK,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/uy-sk8-hi-zip-cmsw-black,data/sneakerbaas/category-kids/photos/vans/UY SK8-Hi Zip CMSW BLACK,
new balance,"- New Balance 550 ""Marina""- Colour: White / Blue / grey- Stijlcode: GSB550WA",EUR,109.95,550 Marina,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-19,data/sneakerbaas/category-kids/photos/new balance/550 Marina,
nike,"- Nike Nike Blazer '77 ""Jade Ice""- Colour: White / Pink / Cream- Stijlcode: DZ2900-100",EUR,69.95,Nike Blazer 77 Jade Ice,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nike-blazer-77-jade-ice,data/sneakerbaas/category-kids/photos/nike/Nike Blazer 77 Jade Ice,
nike,"- Nike Air Max TW ""WHITE/RACER BLUE-CONCORD-PURE PLATINUM""- Colour: White/Blue/Black- Stylecode: DQ0296-105",EUR,59.95,Air Max TW Racer Blue,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-max-tw-white-racer-blue-concord-pure-platinum,data/sneakerbaas/category-kids/photos/nike/Air Max TW Racer Blue,
new balance,"- New Balance 550 ""astro dust""- Colour: White/Red- Stijlcode: GSB550TF",EUR,79.99,550 astro dust,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-18,data/sneakerbaas/category-kids/photos/new balance/550 astro dust,
new balance,"- New Balance 2002 ""ECLIPSE"" Navy - Colour: Grey / Blue / Silver - Stijlcode: GC2002SF",EUR,99.95,2002 ECLIPSE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-eclipse-2,data/sneakerbaas/category-kids/photos/new balance/2002 ECLIPSE,
new balance,"- New Balance 550 ""Vintage Teal""- Colour: White/Green- Stijlcode: PSB550TA",EUR,79.99,550 Vintage Teal,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-10,data/sneakerbaas/category-kids/photos/new balance/550 Vintage Teal,
nike,"- Nike Air Max Motif Next Nature ""WHITE/UNIVERSITY RED-PURE PLATINUM""- Colour: White/Red- Stijlcode: FJ4671-100",EUR,49.95,Air Max Motif UNIVERSITY RED,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-max-motif-next-nature-white-university-red-pure-platinum,data/sneakerbaas/category-kids/photos/nike/Air Max Motif UNIVERSITY RED,
new balance,"- New Balance 2002 ""SLATE GREY""- Colour: Grey/Black- Stijlcode: GC2002SG",EUR,99.95,2002 SLATE GREY,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-slate-grey-1,data/sneakerbaas/category-kids/photos/new balance/2002 SLATE GREY,
nike,"- Nike Air Max TW ""WHITE/UNIVERSITY RED-WHITE-BLACK""- Colour: Red/White/Black- Stylecode: DQ0296-104",EUR,59.95,Air Max TW University Red,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-max-tw-white-university-red-white-black,data/sneakerbaas/category-kids/photos/nike/Air Max TW University Red,
new balance,"- New Balance 550 ""pink haze""- Colour: White/Pink- Stijlcode: GSB550CD",EUR,79.99,550 pink haze,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-20,data/sneakerbaas/category-kids/photos/new balance/550 pink haze,
adidas originals,"- adidas Originals Hello Kitty Superstar 360 ""vivid red""- Colour: Red/White- Stijlcode: GY9213",EUR,24.99,Hello Kitty red,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/hello-kitty-superstar-360-vivid-red,data/sneakerbaas/category-kids/photos/adidas originals/Hello Kitty red,
new balance,"- New Balance 550 PS ""Lavender""- Colour: White / Grey / Purple- Stijlcode: PSB550WK",EUR,99.95,550 PS Lavender,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-6,data/sneakerbaas/category-kids/photos/new balance/550 PS Lavender,
new balance,"- New Balance 2002 ""TIMBERWOLF""- Colour:  Beige/Creme/Brown- Stijlcode: GC2002SI",EUR,94.95,2002 TIMBERWOLF,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-timberwolf-1,data/sneakerbaas/category-kids/photos/new balance/2002 TIMBERWOLF,
adidas originals,- Adidas: Stan Smith XO- Colour: White/Green- Stijlcode: HQ6731,EUR,29.99,Stan Smith XO White,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/stan-smith-shoes-ftwr-white,data/sneakerbaas/category-kids/photos/adidas originals/Stan Smith XO White,
vans,"- Vans Sk8 Mid Reissue Kids ""Brown""- Colour: Brown / White / Pink- Stijlcode: VN0A5KROBF01",EUR,59.95,Sk8 Mid Kids Brown,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/sk8-mid-reissue-kids-brown,data/sneakerbaas/category-kids/photos/vans/Sk8 Mid Kids Brown,
new balance,"- New Balance 550 ""WHITE""- Colour: White/Pink- Stijlcode: PSB550CD",EUR,79.99,550 PINKWHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-11,data/sneakerbaas/category-kids/photos/new balance/550 PINKWHITE,
nike,"- Nike Huarache Run GS ""Jade Ice""- Colour: Green / Pink / White- Stijlcode: 654275-305",EUR,89.95,Huarache Run GS Jade Ice,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/huarache-run-gs-jade-ice,data/sneakerbaas/category-kids/photos/nike/Huarache Run GS Jade Ice,
adidas originals,"- adidas Hello Kitty Superstar ""ftwr white""- Colour: White/Red- Stijlcode: GV8865",EUR,34.99,Hello Kitty Superstar White,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/hello-kitty-superstar-ftwr-white,data/sneakerbaas/category-kids/photos/adidas originals/Hello Kitty Superstar White,
new balance,- New Balance GSB550BB ''Black''- Colour: Black / Grey- Stijlcode: GSB550BB,EUR,109.95,550 BLACK,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-black,data/sneakerbaas/category-kids/photos/new balance/550 BLACK,
new balance,- New Balance GSB550WW ''White''- Colour: White- Stijlcode: GSB550WW,EUR,89.99,550 WHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-14,data/sneakerbaas/category-kids/photos/new balance/550 WHITE,
nike,"- Nike Nike Huarache Run GS ""Dark Obsidian""- Colour: Grey / Black / White- Stijlcode: 654275-423",EUR,99.95,Huarache GS Obsidian,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nike-huarache-run-gs-dark-obsidian,data/sneakerbaas/category-kids/photos/nike/Huarache GS Obsidian,
reebok classics,"- Reebok Cardi B Club C V2 ""mars red""- Colour: Red- Stylecode: GX9731",EUR,34.99,Cardi B Club C Red,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/cardi-b-club-c-v2-mars-red-1,data/sneakerbaas/category-kids/photos/reebok classics/Cardi B Club C Red,
new balance,"- New Balance 2002 ""PINK SAND""- Colour: Pink/White- Stijlcode: PV2002SK",EUR,94.95,2002 PINK SAND,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/2002-pink-sand-1,data/sneakerbaas/category-kids/photos/new balance/2002 PINK SAND,
new balance,"- New Balance 550 ""Marina""- Colour: White / Blue / grey- Stijlcode: PSB550WA",EUR,99.95,550 PS Marina,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/550-white-12,data/sneakerbaas/category-kids/photos/new balance/550 PS Marina,
jordan,"- Air Jordan 6 Retro GS ""WHITE/DUTCH BLUE-CITRON TINT-BLACK""- Colour: White / Blue / Yellow- Stijlcode: DM9045-100",EUR,99.99,Air Jordan 6 Retro GS Dutch Blue,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-jordan-6-retro-white-dutch-blue-citron-tint-black,data/sneakerbaas/category-kids/photos/jordan/Air Jordan 6 Retro GS Dutch Blue,
reebok classics,"- Reebok Classic CLUB C CARDI V2 ""cornflower blue""- Colour: Blue- Stylecode: GW9312",EUR,49.99,CLUB C CARDI Blue,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/club-c-cardi-v2-cornflower-blue-1,data/sneakerbaas/category-kids/photos/reebok classics/CLUB C CARDI Blue,
reebok classics,"- Reebok Cardi B Club C V2 ""mars red""- Colour: Red- Stylecode: GX9735",EUR,24.99,Cardi B Club C Red,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/cardi-b-club-c-v2-mars-red,data/sneakerbaas/category-kids/photos/reebok classics/Cardi B Club C Red,
vans,"- UY SK8-Mid Reissue V ""CTHR CHB""- Colour: Blue/White- Stylecode: VN0A38HHBD21",EUR,39.99,SK8-Mid Checkerboard,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/uy-sk8-mid-reissue-v-cthr-chb,data/sneakerbaas/category-kids/photos/vans/SK8-Mid Checkerboard,
nike,"- Nike Waffle One ""Phanton""- SKU: DC0480-005- Colors: Blue / Black",EUR,39.99,Waffle One Phanton,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nike-waffle-one-phanton-1,data/sneakerbaas/category-kids/photos/nike/Waffle One Phanton,
karhu,"- Karhu Albatross 82 ""Deep Navy""- Colour: Blue/Deep navy- Stijlcode: F808005",EUR,29.99,Albatross 82 Navy,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/albatross-82-deep-navy,data/sneakerbaas/category-kids/photos/karhu/Albatross 82 Navy,
reebok classics,"- Reebok CLUB C CARDI V2 ""cornflower blue""- Colour: Blue- Stylecode: GX9734",EUR,34.99,CLUB C CARDI Blue,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/club-c-cardi-v2-cornflower-blue,data/sneakerbaas/category-kids/photos/reebok classics/CLUB C CARDI Blue,
vans,"- Old Skool ""Powder Pink""- Colour: Pink/White- Stylecode: VN000W9T9AL",EUR,39.99,Old Skool Powder Pink,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/uy-old-skool-powder-pink,data/sneakerbaas/category-kids/photos/vans/Old Skool Powder Pink,
reebok classics,"- Reebok CLUB C CARDI V2 ""ultima purple""- Colour: Blue/Purple- Stylecode: GX9737",EUR,24.99,CLUB C CARDI Purple,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/club-c-cardi-v2-ultima-purple-1,data/sneakerbaas/category-kids/photos/reebok classics/CLUB C CARDI Purple,
adidas originals,"- Adidas Nizza x André Saraiva ""Pantone""- Colour: Pink/White- Stijlcode: GZ1757",EUR,29.99,Nizza Pantone,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/nizza-x-andre-saraiva-pantone-1,data/sneakerbaas/category-kids/photos/adidas originals/Nizza Pantone,
nike,"- Nike Air Max Motif ""WHITE""- SKU: DH9388-101- Colors: Grey / Blue / Pink",EUR,59.99,Air Max Motif WHITE,category-kids,https://www.sneakerbaas.com/collections/sneakers/category-kids,https://www.sneakerbaas.com/collections/sneakers/products/air-max-motif-white,data/sneakerbaas/category-kids/photos/nike/Air Max Motif WHITE,
