brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir
Nike,"- Nike Air Max 90 W ""All White""- Colour: White - Stijlcode: DH8010-100",EUR,159.95,Air Max 90 W All White,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-max-90-w-all-white,data/raw/sneakerbaas/category-women/images/nike/air max 90 w all white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/air max 90 w all white
Nike,"- Nike P-6000 ""Metallic Silver/Team Royal White""- Colour: Silver / Blue / White- Stijlcode: BV1021-001",EUR,89.95,P-6000 Metallic Royal,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/p-6000-metallic-silver-team-royal-white,data/raw/sneakerbaas/category-women/images/nike/p-6000 metallic royal,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/p-6000 metallic royal
Nike,"- Nike P-6000 ""Black Volt""- Colour: Black / Grey / Yellow- Stijlcode: FV0943-001",EUR,119.95,P-6000 Black Volt,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/p-6000-black-volt,data/raw/sneakerbaas/category-women/images/nike/p-6000 black volt,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/p-6000 black volt
adidas Originals,"- adidas Originals Gazelle Bold W ""Silver Green""- Colour: Green / Gum - Stijlcode: ID6998",EUR,129.95,Gazelle Bold W Silver Green,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/gazelle-bold-w-silver-green,data/raw/sneakerbaas/category-women/images/adidas originals/gazelle bold w silver green,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/adidas originals/gazelle bold w silver green
Nike,"- Nike TC 7900 ""White/Photon Dust BLack-White""- Colour: ""White/Photon Dust BLack-White""- Stijlcode: DR7851-100",EUR,119.99,TC 7900 Photon Dust,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/tc-7900-white-photon-dust-black-white,data/raw/sneakerbaas/category-women/images/nike/tc 7900 photon dust,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/tc 7900 photon dust
Veja,"- Veja V-10 CHFREE ""EXTRA-WHITE_NAT_SAHARA""- Colour: White / Beige- Stijlcode: VX0503298A",EUR,164.95,V-10  Sahara,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/v-10-chfree-extra-white_nat_sahara-5,data/raw/sneakerbaas/category-women/images/veja/v-10  sahara,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/veja/v-10  sahara
Nike,"- Nike Blazer Mid '77 ""Pearl Pink White""- Colour: Pink / White- Stijlcode: FD9163-600",EUR,109.99,Blazer Mid Pearl Pink,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/blazer-mid-77-pearl-pink-white,data/raw/sneakerbaas/category-women/images/nike/blazer mid pearl pink,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/blazer mid pearl pink
Nike,"- Nike Waffle 1 SE ""SAIL/GYM RED""- Colour: White / Red- Stijlcode: DX4309-100",EUR,59.99,Waffle 1 SE SAILGYM RED,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/waffle-1-se-sail-gym-red,data/raw/sneakerbaas/category-women/images/nike/waffle 1 se sailgym red,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/waffle 1 se sailgym red
adidas Originals,"- adidas Originals X_PLRBOOST PUFFER ""Grey""- Colour: Grey / Black / Pink- Stijlcode: ID1944",EUR,119.95,X_PLRBOOST Grey,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/x_plrboost-puffer-grey,data/raw/sneakerbaas/category-women/images/adidas originals/x_plrboost grey,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/adidas originals/x_plrboost grey
Nike,"- Nike Court Vision Alta ""Pink Oxford/Pink Oxford-White""- Colour: Pink Oxford/Pink Oxford-White- Stijlcode: DM0113-600",EUR,89.99,Court Vision Alta Pink Oxford,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/court-vision-alta-pink-oxford-pink-oxford-white,data/raw/sneakerbaas/category-women/images/nike/court vision alta pink oxford,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/court vision alta pink oxford
Nike,"- Nike Court Legacy Lift ""Black/Sail-White-Team Orange""- Colour: Black / White- Stijlcode: DM7590-001",EUR,84.99,Court Legacy Lift Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/court-legacy-lift-black-sail-white-team-orange,data/raw/sneakerbaas/category-women/images/nike/court legacy lift black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/court legacy lift black
Nike,"- Nike Air Max 97 Futura ""Phantom Photon Dust""- Colour: Cream / Pink- Stijlcode: FB4496-001",EUR,139.95,Air Max 97 Futura Phantom,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-max-97-futura-phantom-photon-dust,data/raw/sneakerbaas/category-women/images/nike/air max 97 futura phantom,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/air max 97 futura phantom
Veja,"- Veja  V-12 LEATHER ""EXTRA-WHITE""- Colour: White- Stijlcode: XD0202297A",EUR,164.95,V-12 Extra White,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/v-12-leather-extra-white-6,data/raw/sneakerbaas/category-women/images/veja/v-12 extra white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/veja/v-12 extra white
Nike,"- Nike Tech Hera ""White/White-Summit White-Photon Dust""- Colour: White / Grey- Stijlcode: DR9761-100",EUR,109.99,Tech Hera Photon,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/tech-hera-white-white-summit-white-photon-dust,data/raw/sneakerbaas/category-women/images/nike/tech hera photon,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/tech hera photon
adidas Originals,"- adidas Originals Gazelle Bold W ""Purple""- Colour: Pink / White / Gum- Stijlcode: ID6997",EUR,129.95,Gazelle Bold W Purple,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/gazelle-bold-w-purple,data/raw/sneakerbaas/category-women/images/adidas originals/gazelle bold w purple,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/adidas originals/gazelle bold w purple
adidas Originals,"- adidas Originals Forum Low ""Cloud White""- Colour: Cream / White- Stijlcode: IE7173",EUR,99.95,Forum Low Cloud White,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/forum-low-cloud-white,data/raw/sneakerbaas/category-women/images/adidas originals/forum low cloud white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/adidas originals/forum low cloud white
Puma Sportstyle,"- Puma Palermo Special ""Pink""- Colour: Pink / Green / Gum- Stijlcode: 397549-01",EUR,79.95,Palermo Special Pink,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/palermo-special-pink,data/raw/sneakerbaas/category-women/images/puma sportstyle/palermo special pink,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/puma sportstyle/palermo special pink
Nike,"- Nike Calm Slide W ""Black ""- Colour: Black- Stijlcode: DX4816-001",EUR,49.95,Calm Slide W Black ,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/calm-slide-w-black,data/raw/sneakerbaas/category-women/images/nike/calm slide w black ,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/calm slide w black 
Sergio Tacchini,"- Sergio Tacchini Y2K Runner ""Purple""- Colour: White / Purple / Black- Stijlcode: TSTU0014S_U016 3523",EUR,119.95,Y2K Runner W Purple,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/y2k-runner-unknown-3,data/raw/sneakerbaas/category-women/images/sergio tacchini/y2k runner w purple,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/sergio tacchini/y2k runner w purple
Veja,"- Veja V-10 CWL ""WHITE_MARSALA""- Colour: White / Red / Cream- Stijlcode: VX0703279A",EUR,134.95,V-10 White Marsala,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/v-10-cwl-white_marsala-5,data/raw/sneakerbaas/category-women/images/veja/v-10 white marsala,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/veja/v-10 white marsala
Veja,"- Veja V-12 LEATHER ""EXTRA-WHITE_CAMEL""- Colour: White / Brown- Stijlcode: XD0202322A",EUR,164.95,V-12 Camel,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/v-12-camel,data/raw/sneakerbaas/category-women/images/veja/v-12 camel,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/veja/v-12 camel
Veja,"- Veja VENTURI VC SUEDE ""MUD_PARME-MULTICO""- Colour: Green / Brown / Cream- Stijlcode: VC0303357A",EUR,184.95,Venturi Mud Parme,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/venturi-vc-suede-mud_parme-multico-5,data/raw/sneakerbaas/category-women/images/veja/venturi mud parme,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/veja/venturi mud parme
Nike,"- Nike E-Series AD ""Anthracite / Sail / Picante Red""- Colour: Black / White- Stijlcode: DV8405-001",EUR,79.99,E-Series AD Anthracite,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/e-series-ad-anthracite-sail-black-picante-red,data/raw/sneakerbaas/category-women/images/nike/e-series ad anthracite,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/e-series ad anthracite
adidas Originals,"- adidas Originals X_PLRBOOST PUFFER ""Black""- Colour: Black- Stijlcode: IF8139",EUR,119.95,X_PLRBOOST Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/x_plrboost-puffer-black,data/raw/sneakerbaas/category-women/images/adidas originals/x_plrboost black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/adidas originals/x_plrboost black
Veja,"- Veja DEKKAN ALVEOMESH ""GRAVEL_NAUTICO""- Colour:  Cream / Navy / White- Stijlcode: DC1803220A",EUR,174.95,Dekkan Alveo Nautico,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/dekkan-alveomesh-gravel_nautico-5,data/raw/sneakerbaas/category-women/images/veja/dekkan alveo nautico,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/veja/dekkan alveo nautico
Sergio Tacchini,"- Sergio Tacchini Y2K Runner W ""White""- Colour: Silver / White / Cream- Stijlcode: TSTU0014S_U016 3522",EUR,119.95,Y2K Runner W White,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/y2k-runner-purp,data/raw/sneakerbaas/category-women/images/sergio tacchini/y2k runner w white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/sergio tacchini/y2k runner w white
Nike,"- Nike Air Max 90 ""Black""- Colour: Black- Stijlcode: DH8010-001",EUR,159.99,Nike Air Max 90 Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/nike-air-max-90-black-black-black-black,data/raw/sneakerbaas/category-women/images/nike/nike air max 90 black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/nike air max 90 black
Nike,"- Nike Calm Slide ""Lemon""- Colour: Yellow- Stijlcode: DX4816-200",EUR,49.95,Calm Slide Lemon,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/nike-calm-slide-lemon,data/raw/sneakerbaas/category-women/images/nike/calm slide lemon,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/calm slide lemon
Nike,"- Nike Air Max 90 Futura ""Red Stardust Rugged Orange""- Colour: Pink / Red / White- Stijlcode: FQ8881-618",EUR,159.99,Air Max 90 Futura,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-max-90-futura-red-stardust-rugged-orange,data/raw/sneakerbaas/category-women/images/nike/air max 90 futura,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/air max 90 futura
Nike,"- Nike Air Max 97 Futura ""Black Dark Obsidian""- Colour: Black- Stijlcode: FB4496-002",EUR,139.95,Air Max 97 Futura Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-max-97-futura-black-dark-obsidian,data/raw/sneakerbaas/category-women/images/nike/air max 97 futura black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/air max 97 futura black
Nike,"- Nike Calm Slide W ""Sail""- Colour: Cream- Stijlcode: DX4816-100",EUR,49.95,Calm Slide W Sail,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/calm-slide-w-sail,data/raw/sneakerbaas/category-women/images/nike/calm slide w sail,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/calm slide w sail
Nike,"- Nike Blazer Low '77 Jumbo ""Black/WhiteBlack-Team Orange""- Colour: Black / White- Stijlcode: DQ1470-002",EUR,99.99,Blazer Low Jumbo Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/blazer-low-77-jumbo-black-whiteblack-team-orange,data/raw/sneakerbaas/category-women/images/nike/blazer low jumbo black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/blazer low jumbo black
Nike,"- Nike Air Huarache Craft ""Black/Obsidian-anthracite""- Colour: Black / Blue / Grey- Stijlcode: DQ8031-003",EUR,129.99,Huarache Craft Obsidian,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-huarache-craft-black-obsidian-anthracite,data/raw/sneakerbaas/category-women/images/nike/huarache craft obsidian,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/huarache craft obsidian
Nike,"- Nike City Classic Boots ""Black""- Colour: Black / White- Stijlcode: DQ5601-001",EUR,89.95,City Classic Boots Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/city-classic-boots-black,data/raw/sneakerbaas/category-women/images/nike/city classic boots black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/city classic boots black
Nike,,EUR,79.99,Court Vision Alta White,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/court-vision-alta-white,data/raw/sneakerbaas/category-women/images/nike/court vision alta white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/court vision alta white
Nike,"- Nike Air Huarache Craft “Summit White""- Colour: White / Cream / Blue- Stijlcode: DQ8031-104",EUR,129.99,Huarache Craft Summit White,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/huarache-craft-summit-white,data/raw/sneakerbaas/category-women/images/nike/huarache craft summit white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/huarache craft summit white
adidas Originals,"- adidas Handball Spezial W ""Navy Indigo""- Colour: Navy / Yellow- Stijlcode: IF6565",EUR,129.95,Handball Spezial W Navy,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/handball-spezial-w-navy-indigo,data/raw/sneakerbaas/category-women/images/adidas originals/handball spezial w navy,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/adidas originals/handball spezial w navy
Karhu,"- Karhu Legacy OG ""Purple""- Colour: White/Purple- Stylecode: F806001",EUR,69.99,Legacy OG Purple,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/legacy-og-purple,data/raw/sneakerbaas/category-women/images/karhu/legacy og purple,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/karhu/legacy og purple
Nike,"-Nike Zoom Air Fire ""SAIL/ GREEN-CITRON PULSE""-Colour: White/Red/Green-Stijlcode: DV1129-112",EUR,59.99,Zoom Air Fire CITRON PULSE,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/zoom-air-fire-sail-black-stadium-green-citron-pulse,data/raw/sneakerbaas/category-women/images/nike/zoom air fire citron pulse,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/zoom air fire citron pulse
Nike,"- Nike Air Huarache Craft ""BLACK/WHITE""- Colour: Black/White- Stylecode: DQ8031-001",EUR,99.99,Air Huarache Craft Black,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-huarache-craft-black-white,data/raw/sneakerbaas/category-women/images/nike/air huarache craft black,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/air huarache craft black
Nike,"- Nike Air Huarache Craft ""SUMMIT WHITE/WOLF GREY-FOOTBALL GREY""- Colour: White / Cream- Stylecode: DQ8031-102",EUR,99.99,Air Huarache Craft Summit white,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-huarache-craft-summit-white-wolf-grey-football-grey,data/raw/sneakerbaas/category-women/images/nike/air huarache craft summit white,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/air huarache craft summit white
Karhu,"- Karhu Legacy 96 ""Curry/Nugget""- Style code: F806049- Colors: Green/Brown/Orange/Grey- Suede and mesh overlays with reflective details- Air cushioning that makes every step smooth Note: Shipping for this product can take 3 to 5 days.Size advice: We recommend ordering one whole size larger to order than your normal size!",EUR,119.99,Legacy 96 Curry,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/legacy-96-curry-nugget,data/raw/sneakerbaas/category-women/images/karhu/legacy 96 curry,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/karhu/legacy 96 curry
Jordan,"- Air Jordan 1 Mid SE ""SANDDRIFT/SAIL-MIDNIGHT NAVY-WHITE""- Colour: Beige / Navy / Cream- Stijlcode: DM9126-104",EUR,99.99,Air Jordan 1 Mid SE Sanddrift,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-jordan-1-mid-se-sanddrift-sail-midnight-navy-white,data/raw/sneakerbaas/category-women/images/jordan/air jordan 1 mid se sanddrift,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/jordan/air jordan 1 mid se sanddrift
Nike,"- Nike Zoom Air Fire ""OREWOOD""- Colour: Creme/White/Brown- Stylecode: DV1129-100",EUR,59.99,Zoom Air Fire OREWOOD,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/zoom-air-fire-lt-orewood-brn-obsidian-sanddrift,data/raw/sneakerbaas/category-women/images/nike/zoom air fire orewood,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/zoom air fire orewood
Nike,"- Nike TC 7900 ""LT Orewood""- Colour: Beige / Green / Cream- Stijlcode: DD9682-110",EUR,119.99,TC 7900 LT Orewood,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/tc-7900-lt-orewood,data/raw/sneakerbaas/category-women/images/nike/tc 7900 lt orewood,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/nike/tc 7900 lt orewood
Reebok Classics,"- Reebok BB 4000 II ""ftwr white/vector red/ftwr white""- Colour: White / Red- Stijlcode: ID4587",EUR,59.99,BB 4000 II Vector Red,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/bb-4000-ii-ftwr-white-vector-red-ftwr-white,data/raw/sneakerbaas/category-women/images/reebok classics/bb 4000 ii vector red,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/reebok classics/bb 4000 ii vector red
Reebok Classics,"- Reebok Club C Revenge ""ftwr white/always yellow/glen green""- Colour: White / Green / Yellow- Stijlcode: HP3307",EUR,59.99,Club C Revenge Glen Green,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/club-c-revenge-ftwr-white-always-yellow-glen-green,data/raw/sneakerbaas/category-women/images/reebok classics/club c revenge glen green,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/reebok classics/club c revenge glen green
Jordan,"- Nike Air Jordan 1 Low ""SANDDRIFT/WASHED TEAL-SAIL""- Colour: Green/Beige - Stijlcode: DC0774-131",EUR,99.99,Air Jordan 1 Low WASHED TEAL,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-jordan-1-low-sanddrift-washed-teal-sail,data/raw/sneakerbaas/category-women/images/jordan/air jordan 1 low washed teal,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/jordan/air jordan 1 low washed teal
Reebok Classics,"- Reebok TZ ""ftwr white/core black/neon cherry""- Colour: White / Black / Red- Stijlcode: HQ8802",EUR,99.99,PUMP TZ ftwr whitecore blackneon cherry,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/pump-tz-ftwr-white-core-black-neon-cherry,data/raw/sneakerbaas/category-women/images/reebok classics/pump tz ftwr whitecore blackneon cherry,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/reebok classics/pump tz ftwr whitecore blackneon cherry
Jordan,"- Nike Air Jordan 1 Low ""WHITE/DK MARINA BLUE-WHITE""- Colour: Blue/White- Stijlcode: DC0774-114",EUR,99.99,Air Jordan 1 Low MARINA BLUE,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/air-jordan-1-low-white-dk-marina-blue-white,data/raw/sneakerbaas/category-women/images/jordan/air jordan 1 low marina blue,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/jordan/air jordan 1 low marina blue
Reebok Classics,"- Reebok Classics CLASSIC LEATHER SP EXTRA ""ftwr white/cold grey 1/cold grey 3""- Colour: Grey/White- Stijlcode: HQ7189",EUR,59.99,CLASSIC LEATHER SP EXTRA cold grey,category-women,https://www.sneakerbaas.com/collections/sneakers/category-women,https://www.sneakerbaas.com/collections/sneakers/products/classic-leather-sp-extra-ftwr-white-cold-grey-1-cold-grey-3,data/raw/sneakerbaas/category-women/images/reebok classics/classic leather sp extra cold grey,s3://sneakers-ml/data/raw/sneakerbaas/category-women/images/reebok classics/classic leather sp extra cold grey
