brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir
adidas Originals,"- adidas Originals Campus 2 ""Green""- Colour: Green / White- Stijlcode: IE4595",EUR,119.95,Campus 2 Green,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/campus-2-green,data/raw/sneakerbaas/category-unisex/images/adidas originals/campus 2 green,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/adidas originals/campus 2 green
Karhu,"- Karhu Fusion XC ""Polar Night ""- Colour: Grey / Blue / Green- Stijlcode: F830006",EUR,169.95,Fusion XC Polar Night ,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/fusion-xc-polar-night,data/raw/sneakerbaas/category-unisex/images/karhu/fusion xc polar night ,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/karhu/fusion xc polar night 
Etonic,"- Etonic B509 ""Black / White''- Colour: White / Black- Stijlcode: ETM324610/01",EUR,139.95,B509 Panda,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/b509-white-black-white-black-1,data/raw/sneakerbaas/category-unisex/images/etonic/b509 panda,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/etonic/b509 panda
KangaROOS,"- KangaROOSS x SneakerBAAS Coli-R2 ""Purple Haze""- Colour: Black / Purple / Green- Stijlcode: 47505 000 5056",EUR,289.95,SneakerBAAS F&F Purple Haze,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/sneakerbaas-x-coli-r2-purple-haze,data/raw/sneakerbaas/category-unisex/images/kangaroos/sneakerbaas f&f purple haze,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/kangaroos/sneakerbaas f&f purple haze
Autry,"- Autry x Staple Sup Vint Low ""Staple""- Colour: Cream / Green / Orange- Stijlcode: A13IAVLMSTA1",EUR,239.95,Sup Vint Low Staple,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/sup-vint-low-staple,data/raw/sneakerbaas/category-unisex/images/autry/sup vint low staple,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/autry/sup vint low staple
Karhu,"- Karhu Legacy 96 ""Silver Curry""- Colour: Grey / Beige / Purple- Stijlcode: F806058",EUR,139.95,Legacy 96 Silver Curry,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/legacy-96-silver-curry,data/raw/sneakerbaas/category-unisex/images/karhu/legacy 96 silver curry,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/karhu/legacy 96 silver curry
Puma Sportstyle,"- Puma Palermo Lth ""White""- Colour: White / Black / Gum- Stijlcode: 396464-01",EUR,79.95,Palermo Lth White,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/palermo-lth-white,data/raw/sneakerbaas/category-unisex/images/puma sportstyle/palermo lth white,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/puma sportstyle/palermo lth white
Nike,"- Nike Tech Hera ""LT OREWOOD BRN/BLACK-GEODE TEAL-KHAKI""- Colour: Beige / Cream / Green- Stijlcode: FJ9532-110",EUR,89.99,Tech Hera LT Orewood,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/tech-hera-lt-orewood-brn-black-geode-teal-khaki,data/raw/sneakerbaas/category-unisex/images/nike/tech hera lt orewood,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/nike/tech hera lt orewood
Nike,"- Nike Tech Hera ""WHITE/WHITE-BLACK""- Colour: White/Black- Stylecode: FJ9532-101",EUR,89.99,Tech Hera White  Black,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/tech-hera-white-white-black-1,data/raw/sneakerbaas/category-unisex/images/nike/tech hera white  black,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/nike/tech hera white  black
Hi-Tec,"- Hi-Tec HTS SHADOW FS RGS - Lavender Grey ""Lavender Grey""- Colour: Purple / Grey- Stijlcode: K010025-131",EUR,159.95,HTS Shadow Lavender Grey,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/hts-shadow-fs-rgs-lavender-grey-lavender-grey,data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow lavender grey,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow lavender grey
Karhu,"- Karhu Legacy OG ""Purple""- Colour: White/Purple- Stylecode: F806001",EUR,69.99,Legacy OG Purple,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/legacy-og-purple,data/raw/sneakerbaas/category-unisex/images/karhu/legacy og purple,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/karhu/legacy og purple
adidas Originals,"- adidas Originals ADILETTE 22 ""light brown""- Colour: Brown- Stylecode: HQ4670",EUR,54.99,ADILETTE 22 light brown,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/adilette-22-light-brown,data/raw/sneakerbaas/category-unisex/images/adidas originals/adilette 22 light brown,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/adidas originals/adilette 22 light brown
Hi-Tec,"- Hi-Tec HTS SHADOW FS RGS ""Mountain Spring / Sharkskin""- Colour: Blue / Grey- Stijlcode: K010025-130",EUR,159.95,HTS Shadow Mountain Spring,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/hts-shadow-fs-rgs-mountain-spring-sharkskin-mountain-spring-sharkskin,data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow mountain spring,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow mountain spring
Nike,"- Nike Air Trainer 1 ""COCONUT MILK/BLACK-TEAM GOLD-SAIL""- Colour: Brown/Beige- Stijlcode: DV7201-100",EUR,74.99,Air Trainer 1 Coconut,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/air-trainer-1-coconut-milk-black-team-gold-sail,data/raw/sneakerbaas/category-unisex/images/nike/air trainer 1 coconut,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/nike/air trainer 1 coconut
Diadora,"- Diadora WINNER SL ""BIANCO/BIANCO""- Colour: Grey / White / Cream- Stijlcode: 501179583- C0657",EUR,89.99,Winner SL Bianco,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/winner-sl-bianco-bianco,data/raw/sneakerbaas/category-unisex/images/diadora/winner sl bianco,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/diadora/winner sl bianco
Hi-Tec,"- Hi-Tec HTS SHADOW RGS - White / Lilly Green ""White / Lilly Green""- Colour: White / Cream / Yellow- Stijlcode: K010002-112",EUR,154.95,HTS Shadow Lilly Green,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/hts-shadow-rgs-white-lilly-green-white-lilly-green,data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow lilly green,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow lilly green
Diadora,"- Diadora N9002 WINTER ""GRIGIO TORTORA/GRIGIO SALICE""- Colour: Grey / Beige / White- Stijlcode: 501179719-C3385",EUR,139.95,N9002 Winter Grigio,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/n9002-winter-grigio-tortora-grigio-salice,data/raw/sneakerbaas/category-unisex/images/diadora/n9002 winter grigio,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/diadora/n9002 winter grigio
Hi-Tec,"- Hi-Tec HTS SHADOW RGS - White / Deauville Mauve ""White / Deauville Mauve""- Colour: Cream / White / Purple- Stijlcode: K010002-115",EUR,154.95,HTS Shadow Deauville Mauve,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/hts-shadow-rgs-white-deauville-mauve-white-deauville-mauve,data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow deauville mauve,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow deauville mauve
Hi-Tec,"- Hi-Tec HTS SHADOW RGS - White / Yellow ""White / Yellow""- Colour: Cream / White / Yellow- Stijlcode: K010002-111",EUR,154.95,HTS Shadow Yellow,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/hts-shadow-rgs-white-yellow-white-yellow,data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow yellow,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow yellow
adidas Originals,"- adidas ADILETTE 22 ""crystal white""- Colour: White- Stijlcode: HQ4672",EUR,54.99,ADILETTE 22 crystal white,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/adilette-22-crystal-white,data/raw/sneakerbaas/category-unisex/images/adidas originals/adilette 22 crystal white,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/adidas originals/adilette 22 crystal white
Diadora,"- Diadora N9002 GIRO ""PRISM PINK""- Colour: Pink/Blue- Stijlcode: 501.179676-50138",EUR,99.99,N9002 GIRO PRISM PINK,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/n9002-giro-prism-pink,data/raw/sneakerbaas/category-unisex/images/diadora/n9002 giro prism pink,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/diadora/n9002 giro prism pink
Hi-Tec,"- Hi-Tec HTS SHADOW RGS - Sugar Swizzle / Black Coffee ""Sugar Swizzle / Black Coffee""- Colour: Cream / Black / Grey- Stijlcode: K010002-119",EUR,154.95,HTS Shadow Black Coffee,category-unisex,https://www.sneakerbaas.com/collections/sneakers/category-unisex,https://www.sneakerbaas.com/collections/sneakers/products/hts-shadow-rgs-sugar-swizzle-black-coffee-sugar-swizzle-black-coffee,data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow black coffee,s3://sneakers-ml/data/raw/sneakerbaas/category-unisex/images/hi-tec/hts shadow black coffee
