brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,photos_path,s3_path,product_dimensions
Converse,CHUCK 70 CRAFTED OLLIE PATCH VARSITY RED,"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04499C,Get your hands on the Chuck 70 Crafted Ollie Patch from the best sneaker stockists around the world.    Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-70-crafted-ollie-patch-varsity-red,data/superkicks/women-sneakers/photos/Converse/CHUCK 70 CRAFTED OLLIE PATCH VARSITY RED,,
Converse,CHUCK 70 TAWNY OWLEGRETETERNAL EARTH,"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A05205C,"The Converse Chuck Taylor is one of the most famous sneakers ever made. Named after the basketball player, this shoe has become a staple in fashion and pop culture.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-70-tawny-owl-egret-eternal-earth,data/superkicks/women-sneakers/photos/Converse/CHUCK 70 TAWNY OWLEGRETETERNAL EARTH,,
Converse,CHUCK TAYLOR ALL STAR BLUELIGHT BLUE,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04545C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-blue-light-blue,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR BLUELIGHT BLUE,,
Converse,RUN STAR HIKE CANVAS PLATFORM BLACK,"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,166800C,"A chunky platform and jagged rubber sole put an unexpected twist on your everyday Chucks. Details like a canvas build, rubber toe cap and Chuck Taylor ankle patch stay true to the original, while a molded platform, two-tone outsole and rounded heel give off futuristic vibes.  Saw-tooth, colorblocked outsole for traction and style. High-top, platform canvas shoe with classic star ankle patch. Contrast-colored star on heel defines the style OrthoLite cushioning helps keep it comfortable.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/run-star-hike-canvas-platform-black-1,data/superkicks/women-sneakers/photos/Converse/RUN STAR HIKE CANVAS PLATFORM BLACK,,
Converse,CHUCK TAYLOR ALL STAR HUNTER GREEN,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04544C,"Just in time for cooler weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add standout style to your rotation. On those shorter days, why not add some color to your look?  High top with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Durable polyester laces. Fused All Star patch.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-hunter-green,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR HUNTER GREEN,,
Converse,CHUCK 70 NAVY,"₹ 5,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04589C,"Just in time for cooler weather, your favorite Chuck 70 gets refreshed for the season. Fall-ready canvas in lush colors help you add lasting style to your rotation. On shorter days and longer nights, this timeless look is always ready for you to style your way.  High-top shoe with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Iconic Converse egret midsole. Faux leather All Star patch.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-70-navy,data/superkicks/women-sneakers/photos/Converse/CHUCK 70 NAVY,,
Nike,WMNS BLAZER LOW 77 WHITEWHITE-WHITE-WHITE,"₹ 7,195.00",Nike India Pvt. Ltd.,India,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DC4769-101,"Praised by the streets for its simplicity and comfort, the Blazer returns with its classic hoops style. Featuring crisp leather, low-cut collar and an exposed tongue, it's a must-have wardrobe staple.Leather upper only gets better with time as it ages to soft perfection.Originally designed for performance hoops, the durable construction, tough stitching and easy-entry lacing offer durability and comfort that lasts.Low-cut, padded collar looks sleek and feels great.Vulcanized construction fuses the sole to the upper for a flexible, broken-in feel.Rubber sole with herringbone pattern adds durable traction and heritage styling.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-blazer-low-77-white-white-white-white,data/superkicks/women-sneakers/photos/Nike/WMNS BLAZER LOW 77 WHITEWHITE-WHITE-WHITE,,
Converse,WMNS CHUCK TAYLOR ALL STAR LIFT TORTOISE LOW TOP MAGIC MAGIC PEACOCKEGRETTAWNY OWL,"₹ 5,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A05288C,"Some things never go out of style, like tortoise print and a fresh pair of platform Chucks. Now you can have both. These low-tops feature hits of tortoise shell print for an effortlessly trendy look. Dress 'em up, dress 'em down—you'll draw attention either way.  Details  Low-top platform shoe with 12oz cotton canvas upper OrthoLite cushioning for all-day comfort Tortoise shell hits for timeless style Tortoise-printed eyelets for an added pop Standard All Star license plate Elevation Height: 38mm",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-chuck-taylor-all-star-lift-tortoise-low-top-magic-magic-peacock-egret-tawny-owl,data/superkicks/women-sneakers/photos/Converse/WMNS CHUCK TAYLOR ALL STAR LIFT TORTOISE LOW TOP MAGIC MAGIC PEACOCKEGRETTAWNY OWL,,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04547C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black-1,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR BROWNBLACK,,
Converse,RUN STAR HIKE CANVAS PLATFORM WHITE,"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,166799C,"A chunky platform and jagged rubber sole put an unexpected twist on your everyday Chucks. Details like a canvas build, rubber toe cap and Chuck Taylor ankle patch stay true to the original, while a molded platform, two-tone outsole and rounded heel give off futuristic vibes.  Saw-tooth, colorblocked outsole for traction and style. High-top, platform canvas shoe with classic star ankle patch. Contrast-colored star on heel defines the style OrthoLite cushioning helps keep it comfortable.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/run-star-hike-canvas-platform-white,data/superkicks/women-sneakers/photos/Converse/RUN STAR HIKE CANVAS PLATFORM WHITE,,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04543C,"Just in time for cooler weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add standout style to your rotation. On those shorter days, why not add some color to your look?  High top with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Durable polyester laces. Fused All Star patch.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR BROWNBLACK,,
Converse,WMNS CHUCK TAYLOR ALL STAR RAVE BLACK,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A01705C,"Designed for all-day comfort and versatility, the Chuck Taylor All Star Rave combines timeless design elements with an expressive, wavy forefoot overlay. Light padding at the tongue and collar offer additional support, while an elongated heel and tongue loop help you slide in and out of your sneakers with ease.  Low-top sneaker with upper made from about 50% recycled cotton canvas and about 50% canvas OrthoLite cushioning for all-day comfort Lightly padded tongue and collar for 360 cushioning Elongated heel and tongue tab for ease of entry Standard woven tongue label and license plate",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-chuck-taylor-all-star-rave-black,data/superkicks/women-sneakers/photos/Converse/WMNS CHUCK TAYLOR ALL STAR RAVE BLACK,,
Converse,CONS AS-1 PRO OPTICAL WHITE,"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04597C,"Experience CONS most innovative skate model to date, in a fresh colorway. Brought to you by one the world's top skateboarders, Alexis Sablone, the AS-1 Pro turns to retro skateboarding styles for a cupsole performance shoe unlike any other. Rubber pods jut through the upper for visible durability. For optimum boardfeel, an innovative coring system puts you closer to the board, and distributes impact cushioning beyond the sockliner. Finished with a herringbone outsole for maximum traction, giving you the best grip—straight out the box.  Low-top skateboarding shoe with a full leather upper for optimal durability. CX foam sockliner for impact cushioning. Engineered coring for increased cushioning. Durable cotton laces. Bold, color-pop Star Chevron.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/cons-as-1-pro-optical-white,data/superkicks/women-sneakers/photos/Converse/CONS AS-1 PRO OPTICAL WHITE,,
Converse,WMNS CHUCK TAYLOR ALL STAR MOVE CANVAS PLATFORM BLACK,"₹ 4,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,570256C,"A bold, projectile platform brings new energy to classic Chucks. Designed for freedom of movement, a lightweight, molded platform adds height without the bulky weight. Stand tall and stand out.  Low top canvas platform sneaker. OrthoLite insole for cushioning. Lightweight, projectile platform adds height. Neutral colors pair easily with anything in your closet. Gum rubber outsole for a subtle vintage look.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-chuck-taylor-all-star-move-canvas-platform-black,data/superkicks/women-sneakers/photos/Converse/WMNS CHUCK TAYLOR ALL STAR MOVE CANVAS PLATFORM BLACK,,
Jordan,WMNS AIR JORDAN 2 RETRO LOW WHITEUNIVERSITY RED-BLACK-COCONUT MILK,"₹ 14,995.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FD4849-106,"Originally debuting in1986, the AJ2 was a sleek, pared-down version of its predecessor. This updated version keeps it in the family, with premium leather and classic Nike Air cushioning underfoot.Nike Air unit in the heel gives a nice bit of cushioning.Full-grain and synthetic leather gives a luxe durability.Rubber outsole provides everyday traction.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-air-jordan-2-retro-low-white-university-red-black-coconut-milk,data/superkicks/women-sneakers/photos/Jordan/WMNS AIR JORDAN 2 RETRO LOW WHITEUNIVERSITY RED-BLACK-COCONUT MILK,,
Nike,AIR MAX FLYKNIT RACER BLACKWHITE,"₹ 14,995.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DJ6106-001,"Paying homage to both heritage and innovation, we've blended 2 icons (old and new) to go beyond what's expected in the Nike Air Max Flyknit Racer. Incredibly light and airy Flyknit pairs with oh-so-comfy Air Max cushioning. Lace up and let your feet do the talking.Retro Super PowerInspired by the 2012 FK Racer, the featherweight, form-fitting Flyknit upper is as revolutionary as it is good looking. Plus, the nearly seamless design adds a sporty edge.Best Made BetterThe modernized look of the Pre-Day tooling fits perfectly with this mashup of heritage meets innovation. With its chiseled heel and expressive window around the Air Max cushioning (originally designed for performance running) it delivers a fresh take on tried-and-true comfort.Soft synthetic suede detailing adds a classic touch.Collar sculpts the ankle for a track-inspired look.Foam midsole delivers springy cushioning.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/air-max-flyknit-racer-black-white,data/superkicks/women-sneakers/photos/Nike/AIR MAX FLYKNIT RACER BLACKWHITE,,
Converse,CHUCK 70 AT-CX FUTURE COMFORT OFF WHITE,"₹ 7,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A01682C,"Transforming the best ever into a style icon of the future, the Chuck 70 AT-CX delivers elevation like never before. A 50% recycled cotton canvas upper and tongue get a lift from a chunky CX foam midsole and sockliner for recycled, exaggerated comfort. Classic Chuck 70 details like a star ankle patch, aluminum eyelets, and cotton laces keep up the heritage look, while a diamond lugged outsole delivers additional traction.  High-top sneaker with 50% recycled cotton canvas upper TPU Bosey toe for added durability CX foam midsole and sockliner for added comfort Chuck 70 details like star ankle patch and cotton laces Diamond lugged outsole for additional traction",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-70-at-cx-future-comfort-off-white,data/superkicks/women-sneakers/photos/Converse/CHUCK 70 AT-CX FUTURE COMFORT OFF WHITE,,
Converse,CHUCK TAYLOR ALL STAR LOW TOP DRAGON SCALE HUNTER GREEN,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04548C,"Created in 1917 as a non-skid basketball shoe, the All Star was originally promoted for its superior court performance by basketball mastermind Chuck Taylor. But over the decades, something incredible happened: The sneaker, with its timeless silhouette and unmistakable ankle patch, was organically adopted by rebels, artists, musicians, dreamers, thinkers and originals.  Low top with cotton canvas upper OrthoLite cushioning for all-day comfort Expressive, on-trend colour palette Classic white foxing tape midsole with black pinstripes Iconic woven tongue label",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-low-top-dragon-scale-hunter-green,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR LOW TOP DRAGON SCALE HUNTER GREEN,,
Nike,WMNS AIR FORCE 1 07 NN SUMMIT WHITEBRONZINE-METALLIC SILVER,"₹ 9,695.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DV3808-101,"This hoops original gives ""fresh air"" a whole new meaning. Breezy canvas, a bouquet of spring colors and embroidered details bring summertime vibes to what you already know and love: Air cushioning, classic construction and style for days.From the tough stitching to the sturdy cupsole, durability is the name of the game.Originally made for performance hoops, Air cushioning delivers lasting comfort while a padded ankle and tongue add softness to the ride.Rubber outsole with heritage hoops pivot circles adds traction where you need it.Low-cut, padded collar looks sleek and feels great.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-nn-summit-white-bronzine-metallic-silver,data/superkicks/women-sneakers/photos/Nike/WMNS AIR FORCE 1 07 NN SUMMIT WHITEBRONZINE-METALLIC SILVER,,
Asics,WMNS JAPAN S WHITEPURE AQUA,"₹ 6,499.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,1202A447.101,"The JAPAN S™ shoes are based on one of our throwback offerings from 1981. This shoe features a court inspired toe box and classic colorways that take your mind and body to new heights. Updated with a lightweight design and a modified cupsole, this shoe is made for comfort. It's also paired with nostalgic branding, like the ASICS® Stripes on the quarter-panels and ""ASICS®"" lettering at the heel. Originally worn by basketball players in the 1980s, this shoe reimagines its iconic court details with a modern lens.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-japan-s-white-pure-aqua,data/superkicks/women-sneakers/photos/Asics/WMNS JAPAN S WHITEPURE AQUA,,
Converse,WMNS CHUCK 70 MIXED MATERIAL PINK SAGENIGHT FLAMINGO,"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04620C,"A textural takeover of your favorite sneaker, this edition of the best ever Chuck 70 reimagines the icon in fresh colors and fabrics. A woven, textile upper joins forces with a heavyweight cotton canvas tongue, while the signature toe cap and foxing get reimagined in leather. Complete with a color-blocked design and signature All Star ankle patch, it's your go-to shoe, made better. WHY YOU SHOULD BE DOWN  High-top shoe with woven poly-textile upper, 16oz cotton canvas tongue and backstay OrthoLite cushioning for all-day comfort Full-grain leather toe cap, toe bumper, and foxing tape for an elevated look and feel Outdoor-inspired colors refresh your rotation Iconic Chuck Taylor ankle patch",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-chuck-70-mixed-material-pink-sage-night-flamingo,data/superkicks/women-sneakers/photos/Converse/WMNS CHUCK 70 MIXED MATERIAL PINK SAGENIGHT FLAMINGO,,
Converse,CHUCK TAYLOR ALL STAR CRUISE BLACKEGRETBLACK,"₹ 5,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04689C,Super lightweight and oh-so-comfortable? Must be the Chuck Taylor All Star Cruise. Dress ‘em up or keep ‘em casual—these ‘90s-inspired faves bring that signature Converse touch to any adventure. PRODUCT DETAILS  A lightweight canvas upper for that classic Chucks look and feel EVA-injected outsole combines with a foam midsole for lightweight support OrthoLite cushioning helps provide optimal comfort Suede overlays along the eyelets add durability Extra-wide laces nod to skate style,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-cruise-black-egret-black,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR CRUISE BLACKEGRETBLACK,,
Converse,CHUCK TAYLOR ALL STAR HIGH TOP LITE BLUE,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04541C,"FALL FAVORITE Your favorite Chuck updates his look just in time for the arrival of cooler temperatures. Canvas in trendy fall colors allows you to add a style that stands out to your collection. With the days getting shorter, why not add some color to your look?  WHY YOU SHOULD BE DOWN  High cut shoe with canvas upper. OrthoLite cushioning for all-day comfort. Trendy color palette. Durable polyester laces. Fused All Star crest.",women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-high-top-lite-blue,data/superkicks/women-sneakers/photos/Converse/CHUCK TAYLOR ALL STAR HIGH TOP LITE BLUE,,
